customer_id,date,quantity,price
56,12/17/1997,4,63.96
57,1/1/1997,4,57.86
58,1/1/1997,1,20.99
59,1/1/1997,1,13.99
59,1/9/1997,1,11.77
59,1/25/1997,1,10.77
60,2/1/1997,2,21.75
61,1/1/1997,11,155.65
62,1/1/1997,3,32.91
62,1/17/1997,1,17.96
62,2/13/1997,1,13.97
62,3/8/1997,2,24.54
62,3/14/1997,2,28.14
62,5/14/1997,2,14.55
62,5/21/1997,1,5.78
62,8/27/1997,1,15.36
62,10/1/1997,2,25.98
62,10/16/1997,1,15.99
62,10/29/1997,3,41.97
63,1/1/1997,3,44.97
63,11/22/1997,2,26.98
63,4/18/1998,2,24.48
63,5/21/1998,2,24.48
64,1/3/1997,1,11.77
64,2/12/1997,2,13.98
64,5/12/1997,1,11.77
64,5/13/1997,1,14.96
64,7/22/1997,1,15.36
64,9/20/1997,3,41.47
64,11/4/1997,3,53.47
64,11/28/1997,8,59.92
64,12/30/1997,3,41.97
64,3/3/1998,1,7.68
64,4/11/1998,2,35.48
64,4/23/1998,2,21.98
64,6/25/1998,3,37.56
65,1/1/1997,1,18.77
65,2/16/1998,2,35.98
65,3/22/1998,1,13.99
66,1/1/1997,1,39.99
67,1/1/1997,2,29.73
67,1/8/1997,1,29.99
67,1/17/1997,1,11.77
68,1/1/1997,2,40.36
69,1/1/1997,6,105.31
69,1/4/1997,8,111.77
70,1/1/1997,5,72.23
71,1/1/1997,1,13.97
72,1/1/1997,1,11.99
73,1/1/1997,1,13.97
73,2/28/1997,2,24.14
73,3/16/1997,4,56.46
74,1/1/1997,1,41.99
75,1/1/1997,5,69.81
76,1/1/1997,1,9.99
77,1/1/1997,1,12.97
78,1/13/1997,3,41.52
78,4/23/1998,4,53.74
79,1/1/1997,6,77.44
80,1/1/1997,4,43.46
81,1/1/1997,2,74.76
81,1/10/1997,2,56.36
81,1/17/1997,3,35.31
81,2/2/1997,2,27.76
81,2/20/1997,3,35.31
81,3/5/1997,1,14.99
81,4/5/1997,1,13.77
81,5/24/1997,1,14.96
81,6/5/1997,5,82.79
81,6/9/1997,1,7.78
81,6/19/1997,1,14.96
81,7/22/1997,1,11.97
81,9/15/1997,2,26.98
81,9/27/1997,1,12.99
82,1/1/1997,3,38.5
82,4/19/1997,3,48.5
82,9/27/1997,2,30.98
82,11/23/1997,3,43.97
82,2/27/1998,3,40.56
82,4/10/1998,3,40.29
83,1/1/1997,1,13
83,1/26/1997,3,47.69
83,7/23/1997,3,19.5
83,4/18/1998,1,21.49
84,1/1/1997,1,13.97
85,1/3/1997,3,26.31
86,1/1/1997,2,23.94
87,1/1/1997,7,103.37
87,5/31/1997,2,29.92
87,7/31/1997,3,45.28
87,10/8/1997,2,27.98
88,2/24/1997,1,14.99
88,10/22/1997,2,19.98
89,1/1/1997,3,47.08
89,1/11/1997,2,30.72
89,1/29/1997,2,30.72
89,3/27/1997,2,27.13
89,4/11/1997,1,20.97
89,5/27/1997,1,15.36
89,7/30/1997,4,60.67
89,8/23/1997,2,46.42
89,10/17/1997,2,27.48
89,10/30/1997,2,18.98
89,12/5/1997,3,39.97
89,12/22/1997,2,29.48
89,12/26/1997,3,31.97
89,12/29/1997,1,19.49
89,1/23/1998,2,34.98
89,2/11/1998,2,26.98
89,2/27/1998,1,22.49
89,6/10/1998,1,40.99
90,1/1/1997,1,12.9
90,1/8/1997,1,11.77
91,1/1/1997,2,32.54
92,1/1/1997,2,35.98
92,4/16/1997,1,17.36
93,1/1/1997,9,122.09
93,1/3/1997,5,97.24
94,1/2/1997,4,44.1
95,1/3/1997,3,53.53
95,1/14/1997,3,47.11
95,1/24/1997,5,91.26
95,2/3/1997,2,37.98
95,2/8/1997,1,27.77
95,2/10/1997,2,25.13
95,2/17/1997,1,19.77
95,3/4/1997,4,67.46
95,3/25/1997,2,42.73
95,4/14/1997,1,14.37
95,4/27/1997,2,29.33
95,5/11/1997,2,26.56
95,5/11/1997,2,30.32
95,5/26/1997,2,29.33
95,6/10/1997,1,11.77
95,6/30/1997,1,28.18
95,8/25/1997,4,66.46
95,9/21/1997,4,45.96
95,12/9/1997,6,90.94
95,12/19/1997,2,82.98
95,1/10/1998,3,42.47
95,2/2/1998,2,24.98
95,2/8/1998,8,109.24
95,2/24/1998,5,105.45
95,3/16/1998,6,82.42
95,4/28/1998,7,106.93
95,5/7/1998,3,59.97
95,6/10/1998,4,65.44
95,6/24/1998,4,49.43
96,1/1/1997,4,57.67
96,2/9/1997,4,61.91
96,2/14/1997,3,29.5
96,2/22/1997,1,96.99
96,3/15/1997,6,75.22
96,4/8/1997,3,49.94
96,4/17/1997,4,60.48
96,6/24/1997,1,12.97
96,7/9/1997,2,23.74
96,8/3/1997,7,102.21
96,10/30/1997,4,114.46
96,11/18/1997,5,234.45
96,12/7/1997,1,248.49
96,1/2/1998,4,68.46
96,1/17/1998,4,45.46
96,2/24/1998,2,28.37
96,3/9/1998,3,30.86
96,5/7/1998,4,54.85
96,6/27/1998,4,49.96
97,1/1/1997,6,91.57
97,10/22/1997,6,80.94
97,2/8/1998,4,128.87
97,3/28/1998,2,23.37
98,1/1/1997,2,46.14
98,5/23/1997,2,30.32
99,1/1/1997,2,25.94
99,1/19/1997,2,28.34
99,4/24/1997,2,28.93
99,7/26/1997,4,52.1
99,10/11/1997,2,24.98
99,11/13/1997,3,40.97
99,12/16/1997,1,65.99
100,1/1/1997,1,13.77
100,12/11/1997,1,12.49
100,4/20/1998,2,28.98
101,1/18/1997,2,23.54
102,1/1/1997,1,14.37
102,2/10/1997,1,25.99
102,11/28/1997,1,11.49
102,3/1/1998,4,105.62
103,2/17/1997,4,51.08
103,4/6/1997,2,29.75
103,4/17/1998,3,29.66
104,1/1/1997,1,14.96
105,1/1/1997,3,35.31
106,1/1/1997,2,31.52
106,1/19/1997,2,29.92
106,6/26/1997,2,30.72
106,11/4/1997,2,27.98
106,12/30/1997,1,36.99
106,1/31/1998,3,44.97
107,1/1/1997,1,21.99
108,1/1/1997,1,17.96
109,1/12/1997,5,71.89
109,2/2/1997,7,132.57
110,1/1/1997,2,27.94
111,1/1/1997,1,35.99
111,1/11/1997,1,32.99
111,3/15/1997,4,77.96
111,4/16/1997,3,59.3
111,4/24/1997,2,134.98
111,6/23/1997,1,91.92
111,7/22/1997,3,47.08
111,7/26/1997,2,71.96
111,10/25/1997,3,78.47
111,12/6/1997,3,83.47
111,1/18/1998,4,84.46
111,2/15/1998,4,123.96
111,2/21/1998,2,32.98
111,2/26/1998,2,23.06
111,5/10/1998,1,72.99
111,6/20/1998,3,55.47
112,1/1/1997,1,11.77
112,2/5/1997,1,11.77
113,1/1/1997,3,32.91
113,3/4/1998,1,15.27
113,3/7/1998,1,11.49
114,1/1/1997,1,16.36
114,5/1/1997,2,28.13
114,9/8/1997,1,22.97
114,2/10/1998,1,28.49
114,2/11/1998,2,28.98
115,1/1/1997,1,13.97
116,1/1/1997,1,12.77
117,1/1/1997,2,18.74
117,8/31/1997,2,24.74
117,3/19/1998,1,15.49
118,1/1/1997,1,15.36
118,6/24/1997,4,58.49
119,1/1/1997,3,41.69
120,1/1/1997,1,22.97
120,2/22/1997,1,14.96
120,3/30/1997,1,11.77
120,5/17/1997,1,42.32
120,12/18/1997,1,11.49
121,1/1/1997,1,12.49
122,1/1/1997,2,27.74
123,1/1/1997,1,31.99
124,1/1/1997,2,28.93
124,9/13/1997,2,28.48
124,10/16/1997,2,26.98
124,11/2/1997,2,25.98
124,12/12/1997,2,27.98
125,1/1/1997,3,37.47
125,6/22/1997,1,13.72
125,10/17/1997,1,12.99
125,11/21/1997,1,6.49
125,2/9/1998,1,11.49
125,6/8/1998,2,26.48
126,1/3/1997,1,9.77
126,12/2/1997,2,292.98
127,1/1/1997,3,39.71
128,1/1/1997,3,20.37
128,1/9/1997,1,12.49
128,2/7/1997,2,22.75
128,8/3/1997,1,12.25
129,1/1/1997,1,12.49
130,1/1/1997,1,14.37
130,1/25/1997,1,5.99
130,2/8/1997,3,42.89
130,6/1/1997,1,10.77
130,7/1/1997,1,5.99
130,8/13/1997,1,14.96
130,11/8/1997,1,12.99
130,4/29/1998,1,12.99
131,1/1/1997,2,30.32
132,1/1/1997,3,53.69
132,2/27/1997,5,54.65
132,4/1/1997,2,27.13
132,6/16/1997,4,57.45
132,10/6/1997,5,67.95
132,5/11/1998,3,41.56
133,1/1/1997,1,18.99
133,1/27/1997,1,14.37
133,2/1/1997,1,9.77
133,3/2/1997,1,15.99
133,5/4/1997,3,47.33
133,6/21/1997,3,59.74
133,11/11/1997,2,32.98
134,1/1/1997,1,17.9
134,5/5/1997,1,9.99
134,1/8/1998,1,21.49
135,1/1/1997,3,41.7
135,1/1/1997,3,42.69
136,1/1/1997,2,44.98
136,11/26/1997,2,36.98
137,1/1/1997,2,27.73
138,1/1/1997,1,14.99
139,1/6/1997,1,11.77
140,1/1/1997,1,28.7
140,5/3/1997,1,15.36
141,1/1/1997,1,19.97
141,3/16/1997,2,19.54
141,4/16/1997,1,22.77
141,8/27/1997,2,44.34
141,10/24/1997,1,5.49
141,2/22/1998,1,11.88
141,5/7/1998,2,23.76
142,1/2/1997,1,15.36
142,1/13/1997,3,49.97
142,3/30/1997,1,19.99
142,2/19/1998,1,12.58
142,4/11/1998,1,24.49
143,1/1/1997,1,12.49
143,1/1/1997,1,28.99
144,1/1/1997,2,30.72
145,1/1/1997,1,14.79
145,1/2/1997,1,11.77
145,1/12/1997,2,26.73
145,1/30/1997,2,20.75
145,2/25/1997,1,15.96
145,3/12/1997,2,29.93
145,3/12/1997,4,56.47
145,3/14/1997,3,28.54
145,4/5/1997,1,13.97
145,5/2/1997,2,30.32
145,5/3/1997,1,15.96
145,5/26/1997,1,13.97
145,7/7/1997,1,13.97
145,8/15/1997,2,27.13
145,9/13/1997,2,25.98
145,10/31/1997,1,12.99
145,11/6/1997,1,12.99
145,11/19/1997,3,55.97
145,2/23/1998,1,12.58
145,2/26/1998,2,24.46
145,3/14/1998,1,11.88
145,5/6/1998,1,17.48
145,5/30/1998,2,27.37
146,1/1/1997,1,13.97
147,1/28/1997,2,27.14
147,2/24/1997,3,62.1
147,5/17/1997,1,13.97
147,9/15/1997,1,12.99
147,9/15/1997,1,14.99
147,11/9/1997,2,29.48
147,12/3/1997,6,67.94
147,12/13/1997,4,59.46
148,1/1/1997,1,14.96
148,2/16/1997,1,9.77
148,6/2/1997,1,9.77
148,11/4/1997,1,11.49
148,11/7/1997,3,40.97
148,2/22/1998,2,29.91
148,3/21/1998,2,29.57
149,1/1/1997,4,54.87
149,1/24/1997,4,51.67
150,1/1/1997,1,15.36
151,1/1/1997,1,13.97
152,1/1/1997,6,102
152,1/6/1997,2,21.54
152,1/26/1997,2,23.54
152,2/3/1997,2,28.93
152,10/28/1997,3,43.97
152,1/18/1998,2,23.98
153,1/1/1997,1,6.79
154,1/1/1997,1,14.37
154,5/29/1997,1,14.96
154,9/27/1997,1,13.99
154,11/6/1997,1,13.99
154,4/26/1998,1,11.88
155,1/1/1997,1,23.99
156,1/1/1997,1,10.77
157,1/1/1997,2,27.94
157,2/26/1997,4,52.27
158,1/1/1997,3,43.05
159,1/1/1997,2,19.75
160,1/1/1997,2,19.74
161,1/1/1997,1,19.77
161,1/19/1997,1,13.97
161,2/22/1997,3,38.9
161,4/27/1997,2,25.14
161,9/12/1997,3,36.97
161,12/11/1997,3,32.47
161,12/14/1997,3,79.97
161,12/22/1997,1,51.99
161,2/7/1998,2,25.98
161,3/17/1998,4,54.77
161,6/1/1998,2,36.98
162,1/1/1997,2,119.54
163,1/1/1997,2,25.74
164,1/5/1997,2,25.73
164,2/7/1997,3,38.5
164,3/14/1997,2,29.33
164,6/6/1997,2,27.94
164,7/15/1997,1,14.96
164,7/25/1997,3,42.7
164,12/16/1997,3,41.97
164,6/29/1998,2,24.46
165,1/1/1997,1,7.78
165,3/11/1998,2,17.98
165,6/1/1998,1,8.99
166,1/1/1997,2,29.53
166,11/30/1997,2,16.48
166,12/13/1997,3,36.97
166,12/21/1997,2,17.98
166,12/24/1997,3,36.97
166,2/24/1998,1,11.49
166,3/18/1998,1,11.88
166,5/27/1998,1,11.88
167,1/19/1997,2,30.32
167,1/21/1997,1,13.77
167,3/8/1997,1,14.96
167,6/14/1997,2,24.95
167,10/11/1997,1,12.99
167,10/30/1997,1,59.49
167,11/23/1997,1,11.49
167,12/10/1997,1,18.49
168,1/1/1997,1,14.96
169,1/1/1997,1,11.77
170,1/1/1997,2,29.92
170,1/27/1998,3,44.47
171,1/1/1997,1,14.96
172,1/1/1997,5,50.95
173,1/1/1997,1,18.36
173,4/3/1998,3,31.47
174,1/1/1997,1,15.36
174,1/6/1997,1,21.37
175,1/1/1997,1,27.77
176,1/1/1997,1,11.77
177,1/1/1997,2,42.14
177,1/1/1997,1,22.77
177,1/3/1997,1,15.99
177,1/3/1997,3,44.72
177,1/12/1997,1,14.37
177,1/17/1997,1,14.37
177,2/2/1997,1,13.97
177,2/2/1997,1,14.37
177,2/7/1997,2,30.92
177,2/10/1997,1,15.96
177,2/23/1997,1,16.76
177,3/10/1997,1,14.37
177,3/11/1997,1,15.96
177,3/19/1997,1,11.77
177,3/19/1997,1,15.36
177,3/26/1997,1,14.96
177,4/25/1997,1,14.96
177,5/27/1997,1,8.97
177,6/8/1997,1,11.77
177,6/22/1997,1,14.96
177,7/18/1997,1,14.96
177,8/3/1997,1,14.96
177,9/5/1997,1,14.96
177,9/5/1997,1,15.36
177,10/26/1997,1,15.49
177,11/1/1997,1,14.99
177,11/19/1997,1,17.99
177,12/2/1997,1,31.49
177,12/5/1997,1,22.49
177,1/3/1998,1,11.49
177,2/4/1998,1,11.49
177,5/13/1998,1,14.99
178,1/1/1997,1,12.49
179,1/1/1997,1,16.36
179,2/15/1997,1,14.96
179,3/8/1997,2,24.94
179,7/23/1997,1,21.97
179,7/28/1997,1,12.25
179,8/3/1997,1,14.96
179,8/3/1997,2,16.76
179,8/17/1997,1,9.98
179,9/24/1997,2,19.98
179,9/25/1997,1,9.99
179,2/24/1998,1,11.88
180,1/1/1997,2,25.88
180,8/28/1997,3,36.71
181,1/1/1997,3,43.7
182,1/1/1997,1,26.77
182,9/27/1997,1,12.99
182,12/15/1997,3,41.97
182,5/18/1998,1,9.99
183,1/1/1997,1,9.99
184,1/1/1997,1,19.99
184,5/18/1998,1,11.88
185,2/27/1997,3,26.07
185,3/22/1997,1,14.79
185,3/22/1997,1,6.99
185,3/27/1998,3,39.36
185,5/22/1998,2,27.98
186,1/2/1997,1,16.96
186,9/17/1997,1,17.49
187,1/1/1997,2,31.32
187,2/2/1997,1,4.79
188,1/1/1997,1,13.77
189,1/1/1997,15,294.03
190,1/1/1997,1,15.36
191,1/5/1997,6,70.23
192,1/1/1997,1,10.77
192,1/22/1997,2,30.92
192,3/22/1997,2,28.93
192,6/1/1997,3,59.69
192,7/14/1997,1,14.96
192,8/1/1997,1,14.96
193,1/1/1997,2,27.94
194,1/1/1997,10,168.89
194,1/11/1997,6,86.89
195,1/6/1997,1,15.36
195,10/11/1997,1,9.49
195,10/24/1997,2,28.98
195,10/25/1997,1,11.49
195,10/29/1997,1,22.49
195,11/1/1997,1,11.49
195,1/20/1998,1,14.49
196,1/1/1997,2,25.54
197,1/1/1997,1,12.49
197,3/2/1997,1,12.49
197,5/5/1997,1,28.99
198,1/1/1997,1,15.76
199,1/1/1997,1,14.37
200,1/1/1997,3,39.93
200,1/22/1997,2,44.36
201,1/1/1997,1,14.96
201,4/5/1997,1,14.37
201,10/18/1997,1,9.49
201,1/11/1998,1,9.49
201,4/28/1998,1,24.99
202,1/1/1997,8,113.94
202,1/2/1997,2,32.52
203,1/1/1997,1,20.99
203,2/27/1997,1,13.97
203,4/5/1997,1,14.9
203,7/24/1997,1,13.97
204,1/15/1997,5,72.23
205,1/1/1997,1,12.49
205,3/18/1997,1,19.3
205,5/13/1997,1,19.3
205,12/7/1997,2,50.98
206,1/1/1997,1,17.99
207,1/1/1997,1,19.3
207,3/22/1997,1,34.99
207,11/16/1997,3,39.97
208,1/11/1997,5,63.25
208,2/21/1998,5,70.38
209,1/19/1997,4,66.26
209,2/24/1997,2,29.92
209,3/15/1997,1,19.99
210,1/1/1997,4,59.66
210,3/26/1998,2,26.37
211,1/1/1997,1,7.78
212,1/1/1997,1,14.37
213,1/1/1997,1,10.77
213,1/19/1997,1,11.77
214,1/1/1997,1,11.77
214,1/3/1997,3,44.73
214,1/8/1997,1,14.79
214,1/25/1997,2,23.54
214,4/7/1997,3,46.51
214,5/22/1997,3,40.91
214,10/21/1997,3,39.97
215,1/1/1997,1,11.77
216,1/1/1997,1,13.97
217,1/1/1997,2,57.54
217,12/9/1997,8,113.92
217,1/29/1998,1,12.58
217,6/2/1998,1,11.88
218,2/6/1997,4,57.48
219,1/1/1997,3,38.51
219,5/17/1997,3,35.51
220,1/1/1997,4,57.85
221,1/1/1997,1,12.49
222,1/1/1997,1,29.99
222,2/21/1997,1,15.36
222,10/30/1997,2,40.98
223,1/1/1997,3,47.93
224,1/1/1997,2,28.33
225,1/1/1997,2,24.98
225,1/18/1997,3,37.47
225,2/27/1997,1,6.79
225,4/16/1997,1,12.49
225,8/1/1997,1,23.88
226,1/2/1997,2,35.93
226,2/23/1997,2,26.73
226,4/20/1997,2,23.76
226,7/19/1997,2,24.74
226,2/15/1998,1,15.49
226,5/5/1998,3,43.47
227,1/1/1997,1,34.97
227,1/17/1997,1,13.77
227,3/8/1997,1,14.96
227,5/11/1997,3,86.51
227,8/24/1997,1,14.37
228,1/1/1997,2,25.98
228,2/6/1997,2,23.54
228,2/11/1997,1,13.97
228,2/12/1997,1,27.77
228,2/28/1997,1,9.98
228,3/11/1997,1,15.36
228,5/27/1997,1,21.97
228,5/31/1997,1,17.3
228,7/8/1997,3,51.75
228,8/7/1997,2,36.74
228,8/28/1997,1,23.97
228,12/29/1997,3,41.47
228,1/6/1998,1,29.99
229,1/1/1997,1,12.49
229,1/6/1997,2,19.28
229,8/12/1997,1,12.25
229,3/12/1998,2,19.98
229,6/27/1998,1,19.49
230,1/1/1997,2,39.98
230,6/6/1997,2,39.98
231,1/1/1997,5,69.04
232,1/1/1997,2,42.98
233,1/1/1997,1,12.99
234,1/1/1997,1,13.97
234,2/4/1997,1,9.99
235,1/1/1997,1,7.98
236,1/1/1997,1,16.7
237,1/1/1997,2,23.54
238,1/23/1997,7,88.69
238,2/6/1997,3,36.33
238,4/20/1997,4,59.06
238,6/25/1997,3,47.89
238,7/27/1997,6,73.22
239,1/1/1997,2,28.74
240,1/1/1997,1,15.99
240,3/8/1997,1,14.96
241,1/16/1997,2,24.74
241,5/3/1997,1,14.96
241,3/26/1998,2,36.37
241,5/9/1998,2,24.48
242,1/1/1997,3,35.11
242,1/17/1997,2,30.32
243,1/2/1997,2,17.96
244,1/1/1997,3,46.64
244,1/30/1997,8,117.6
244,2/4/1997,3,35.31
244,2/22/1997,3,41.69
244,3/28/1997,4,56.47
244,3/29/1997,2,30.96
244,4/2/1997,3,41.9
244,4/20/1997,3,44.88
244,7/27/1997,11,144.98
244,8/11/1997,4,59.65
244,8/11/1997,1,46.77
244,8/17/1997,3,32.31
244,8/23/1997,7,96.97
244,9/10/1997,5,65.95
244,9/14/1997,1,12.99
244,11/20/1997,9,119.41
244,1/24/1998,6,86.44
244,3/12/1998,4,44.46
244,3/13/1998,1,27.99
244,3/29/1998,2,32.48
244,4/9/1998,2,36.71
244,5/14/1998,1,11.88
244,6/3/1998,1,26.99
244,6/7/1998,1,12.99
244,6/10/1998,1,12.99
245,1/1/1997,1,14.96
245,3/17/1997,1,7.99
245,10/22/1997,1,12.99
245,12/3/1997,2,30.48
245,12/3/1997,1,10.49
245,1/21/1998,4,57.85
245,6/11/1998,1,13.99
246,1/2/1997,1,12.97
246,1/17/1997,3,37.51
246,2/16/1997,2,28.34
246,2/18/1997,3,37.51
246,4/23/1997,7,85.79
246,5/8/1997,4,52.87
246,6/18/1997,2,31.32
246,7/24/1997,1,29.37
246,9/5/1997,2,30.92
246,9/28/1997,2,30.98
246,10/19/1997,4,74.46
246,10/22/1997,3,41.47
246,12/4/1997,1,13.99
246,12/14/1997,4,57.46
246,12/23/1997,2,27.48
246,2/3/1998,2,26.87
246,3/9/1998,3,45.47
246,3/14/1998,1,11.88
246,3/26/1998,2,22.67
246,6/20/1998,4,50.85
247,2/3/1997,1,19.3
247,7/26/1997,1,23.88
247,12/16/1997,1,19.99
247,5/12/1998,2,30.98
