customer_id,date,quantity,price,month,year,dayofweek,day
10,1997-01-21,3,39.31,January,1997,1,Tuesday
11,1997-01-01,1,13.49,January,1997,2,Wednesday
11,1997-01-28,1,19.3,January,1997,1,Tuesday
11,1997-03-17,1,12.77,March,1997,0,Monday
11,1998-02-20,1,12.99,February,1998,4,Friday
12,1997-01-01,4,57.06,January,1997,2,Wednesday
13,1997-01-01,4,72.94,January,1997,2,Wednesday
14,1997-01-01,2,29.92,January,1997,2,Wednesday
15,1997-01-01,4,52.87,January,1997,2,Wednesday
16,1997-01-01,1,9.77,January,1997,2,Wednesday
16,1997-07-13,2,31.6,July,1997,6,Sunday
16,1997-07-26,4,28.51,July,1997,5,Saturday
16,1997-09-10,1,9.99,September,1997,2,Wednesday
17,1997-01-01,5,73.22,January,1997,2,Wednesday
18,1997-01-04,1,14.96,January,1997,5,Saturday
19,1997-01-01,10,163.35,January,1997,2,Wednesday
19,1997-06-10,1,11.77,June,1997,1,Tuesday
20,1997-01-01,27,363.6,January,1997,2,Wednesday
20,1997-01-18,19,289.41,January,1997,5,Saturday
21,1997-01-01,3,63.34,January,1997,2,Wednesday
21,1997-01-13,1,11.77,January,1997,0,Monday
22,1997-01-01,1,14.37,January,1997,2,Wednesday
23,1997-01-01,2,24.74,January,1997,2,Wednesday
24,1997-01-01,3,47.28,January,1997,2,Wednesday
24,1998-01-20,1,10.49,January,1998,1,Tuesday
25,1997-01-01,2,24.96,January,1997,2,Wednesday
25,1997-07-18,1,13.9,July,1997,4,Friday
25,1997-08-17,1,12.25,August,1997,6,Sunday
25,1997-10-24,1,12.99,October,1997,4,Friday
25,1998-04-17,1,12.99,April,1998,4,Friday
25,1998-05-25,1,10.49,May,1998,0,Monday
25,1998-06-03,3,24.97,June,1998,2,Wednesday
25,1998-06-08,2,24.98,June,1998,0,Monday
26,1997-01-01,3,42.72,January,1997,2,Wednesday
26,1997-01-26,3,59.97,January,1997,6,Sunday
27,1997-01-07,6,83.41,January,1997,1,Tuesday
27,1997-01-12,4,52.46,January,1997,6,Sunday
28,1997-01-01,3,39.51,January,1997,2,Wednesday
28,1997-01-27,2,25.74,January,1997,0,Monday
28,1997-03-08,2,25.74,March,1997,5,Saturday
29,1997-01-01,3,46.72,January,1997,2,Wednesday
29,1997-02-06,3,67.31,February,1997,3,Thursday
29,1997-03-09,3,41.1,March,1997,6,Sunday
29,1997-04-05,3,44.52,April,1997,5,Saturday
29,1997-04-20,1,13.97,April,1997,6,Sunday
29,1997-05-04,2,26.14,May,1997,6,Sunday
29,1997-05-30,1,32.45,May,1997,4,Friday
29,1997-07-13,2,37.65,July,1997,6,Sunday
29,1997-07-13,2,26.74,July,1997,6,Sunday
29,1997-09-06,1,14.79,September,1997,5,Saturday
29,1997-11-02,3,35.97,November,1997,6,Sunday
29,1998-04-26,4,48.45,April,1998,6,Sunday
30,1997-01-01,1,14.37,January,1997,2,Wednesday
30,1997-02-14,1,13.97,February,1997,4,Friday
31,1997-01-01,4,59.06,January,1997,2,Wednesday
31,1998-04-07,4,42.89,April,1998,1,Tuesday
31,1998-04-09,3,38.06,April,1998,3,Thursday
31,1998-05-25,3,37.04,May,1998,0,Monday
32,1997-01-01,3,49.97,January,1997,2,Wednesday
32,1997-01-24,1,16.36,January,1997,4,Friday
32,1998-03-11,1,11.88,March,1998,2,Wednesday
33,1997-01-01,3,41.69,January,1997,2,Wednesday
33,1997-01-21,2,29.92,January,1997,1,Tuesday
33,1997-02-16,5,73.42,February,1997,6,Sunday
33,1997-05-02,2,40.74,May,1997,4,Friday
33,1997-05-14,3,54.25,May,1997,2,Wednesday
33,1997-06-01,1,14.96,June,1997,6,Sunday
33,1997-06-04,2,30.13,June,1997,2,Wednesday
33,1997-08-29,2,35.69,August,1997,4,Friday
33,1997-09-06,1,11.77,September,1997,5,Saturday
33,1997-10-02,3,45.47,October,1997,3,Thursday
33,1997-10-03,2,34.98,October,1997,4,Friday
33,1997-10-05,3,54.97,October,1997,6,Sunday
33,1997-10-13,5,69.45,October,1997,0,Monday
33,1997-10-19,3,48.97,October,1997,6,Sunday
33,1997-10-31,4,54.46,October,1997,4,Friday
33,1997-11-06,5,66.45,November,1997,3,Thursday
33,1997-11-09,3,67.47,November,1997,6,Sunday
33,1997-11-10,1,13.99,November,1997,0,Monday
33,1997-11-18,1,14.49,November,1997,1,Tuesday
33,1997-11-23,4,55.96,November,1997,6,Sunday
33,1997-11-25,3,36.97,November,1997,1,Tuesday
33,1998-01-13,3,36.97,January,1998,1,Tuesday
33,1998-02-27,3,34.47,February,1998,4,Friday
33,1998-03-05,4,35.35,March,1998,3,Thursday
33,1998-03-13,2,42.48,March,1998,4,Friday
34,1997-01-01,2,23.14,January,1997,2,Wednesday
35,1997-01-01,2,26.73,January,1997,2,Wednesday
35,1997-09-27,1,15.49,September,1997,5,Saturday
36,1997-01-01,3,37.91,January,1997,2,Wednesday
36,1997-02-03,1,11.77,February,1997,0,Monday
37,1997-01-29,2,31.26,January,1997,2,Wednesday
37,1997-03-06,2,29.13,March,1997,3,Thursday
37,1997-06-28,1,13.97,June,1997,5,Saturday
37,1997-08-16,1,14.37,August,1997,5,Saturday
37,1997-11-02,3,39.47,November,1997,6,Sunday
37,1998-05-13,2,27.48,May,1998,2,Wednesday
38,1997-01-01,1,12.49,January,1997,2,Wednesday
39,1997-01-01,3,33.33,January,1997,2,Wednesday
39,1997-03-13,4,50.68,March,1997,3,Thursday
39,1997-05-14,2,28.93,May,1997,2,Wednesday
39,1998-03-05,4,49.55,March,1998,3,Thursday
39,1998-03-11,2,58.96,March,1998,2,Wednesday
40,1997-01-01,2,28.34,January,1997,2,Wednesday
40,1997-03-08,1,13.97,March,1997,5,Saturday
40,1997-05-03,1,15.96,May,1997,5,Saturday
40,1997-08-30,1,14.96,August,1997,5,Saturday
40,1997-09-14,3,44.47,September,1997,6,Sunday
40,1997-09-14,1,13.99,September,1997,6,Sunday
40,1997-09-14,1,22.99,September,1997,6,Sunday
40,1997-10-25,2,25.98,October,1997,5,Saturday
40,1997-12-13,1,16.99,December,1997,5,Saturday
40,1997-12-14,4,54.96,December,1997,6,Sunday
40,1998-02-15,1,12.58,February,1998,6,Sunday
40,1998-02-15,1,2.99,February,1998,6,Sunday
40,1998-02-25,3,36.34,February,1998,2,Wednesday
40,1998-03-08,1,14.42,March,1998,6,Sunday
41,1997-01-01,1,17.99,January,1997,2,Wednesday
42,1997-01-01,3,26.55,January,1997,2,Wednesday
42,1997-01-02,1,11.77,January,1997,3,Thursday
43,1997-01-01,2,29.33,January,1997,2,Wednesday
43,1997-02-16,2,25.74,February,1997,6,Sunday
43,1997-03-01,1,10.77,March,1997,5,Saturday
43,1997-11-28,1,36.99,November,1997,4,Friday
43,1998-05-24,1,14.49,May,1998,6,Sunday
44,1997-01-01,2,30.32,January,1997,2,Wednesday
44,1997-01-04,1,14.37,January,1997,5,Saturday
44,1997-06-19,1,14.96,June,1997,3,Thursday
45,1997-01-01,1,14.37,January,1997,2,Wednesday
46,1997-01-01,3,41.53,January,1997,2,Wednesday
46,1997-01-25,4,60.11,January,1997,5,Saturday
46,1997-03-16,3,45.09,March,1997,6,Sunday
46,1997-08-09,4,58.07,August,1997,5,Saturday
46,1997-08-24,4,57.11,August,1997,6,Sunday
46,1997-10-02,2,26.98,October,1997,3,Thursday
46,1997-11-12,2,26.98,November,1997,2,Wednesday
47,1997-01-01,3,37.91,January,1997,2,Wednesday
47,1997-01-05,2,25.74,January,1997,6,Sunday
47,1997-01-26,3,44.97,January,1997,6,Sunday
47,1997-02-16,1,15.37,February,1997,6,Sunday
47,1997-02-23,2,30.92,February,1997,6,Sunday
47,1997-03-09,1,17.96,March,1997,6,Sunday
47,1997-03-09,1,4.79,March,1997,6,Sunday
47,1997-03-16,2,27.94,March,1997,6,Sunday
47,1997-04-06,1,13.97,April,1997,6,Sunday
47,1997-04-07,1,14.79,April,1997,0,Monday
47,1997-04-19,1,19.97,April,1997,5,Saturday
47,1997-04-23,1,41.77,April,1997,2,Wednesday
47,1997-06-15,1,19.99,June,1997,6,Sunday
47,1997-06-22,1,4.79,June,1997,6,Sunday
47,1997-08-09,1,9.99,August,1997,5,Saturday
47,1997-11-01,1,19.49,November,1997,5,Saturday
47,1998-02-25,1,12.99,February,1998,2,Wednesday
47,1998-03-18,1,14.49,March,1998,2,Wednesday
47,1998-03-22,2,22.98,March,1998,6,Sunday
47,1998-04-14,1,13.99,April,1998,1,Tuesday
47,1998-06-06,1,12.99,June,1998,5,Saturday
48,1997-01-01,4,52.72,January,1997,2,Wednesday
48,1997-01-26,4,73.5,January,1997,6,Sunday
48,1997-02-10,3,37.93,February,1997,0,Monday
48,1997-03-23,1,12.49,March,1997,6,Sunday
48,1997-03-25,4,46.5,March,1997,1,Tuesday
48,1997-06-09,2,29.92,June,1997,0,Monday
48,1997-07-30,3,42.85,July,1997,2,Wednesday
48,1997-08-15,1,15.36,August,1997,4,Friday
48,1997-08-24,1,24.37,August,1997,6,Sunday
48,1997-10-14,1,25.49,October,1997,1,Tuesday
48,1997-10-17,2,25.98,October,1997,4,Friday
48,1997-10-20,1,20.99,October,1997,0,Monday
48,1997-11-03,2,41.98,November,1997,0,Monday
48,1997-11-11,3,42.47,November,1997,1,Tuesday
48,1997-11-24,2,16.98,November,1997,0,Monday
48,1997-12-04,1,9.49,December,1997,3,Thursday
48,1998-01-09,3,40.47,January,1998,4,Friday
48,1998-03-22,3,51.47,March,1998,6,Sunday
48,1998-06-08,1,9.49,June,1998,0,Monday
48,1998-06-13,2,29.48,June,1998,5,Saturday
49,1997-01-01,2,27.94,January,1997,2,Wednesday
50,1997-01-01,1,6.79,January,1997,2,Wednesday
51,1997-01-27,5,71.42,January,1997,0,Monday
51,1997-07-07,8,111.93,July,1997,0,Monday
51,1997-09-01,7,104.6,September,1997,0,Monday
51,1997-11-29,5,53.95,November,1997,5,Saturday
51,1997-11-29,1,13.99,November,1997,5,Saturday
51,1997-12-01,1,11.49,December,1997,0,Monday
52,1997-01-02,3,80.95,January,1997,3,Thursday
52,1997-01-06,2,23.14,January,1997,0,Monday
52,1997-01-19,2,33.98,January,1997,6,Sunday
52,1997-01-22,2,27.74,January,1997,2,Wednesday
52,1997-01-29,3,38.33,January,1997,2,Wednesday
52,1997-05-18,4,59.84,May,1997,6,Sunday
52,1997-06-21,7,104.72,June,1997,5,Saturday
52,1998-05-08,2,76.98,May,1998,4,Friday
53,1997-01-01,1,19.99,January,1997,2,Wednesday
53,1997-08-19,1,14.37,August,1997,1,Tuesday
53,1997-12-10,1,11.49,December,1997,2,Wednesday
53,1998-01-27,1,11.88,January,1998,1,Tuesday
53,1998-02-09,1,14.49,February,1998,0,Monday
53,1998-05-04,1,13.99,May,1998,0,Monday
54,1997-01-01,2,33.96,January,1997,2,Wednesday
55,1997-01-01,5,66.09,January,1997,2,Wednesday
55,1997-01-10,1,15.36,January,1997,4,Friday
56,1997-01-01,2,27.73,January,1997,2,Wednesday
56,1997-01-17,1,15.96,January,1997,4,Friday
56,1997-06-01,2,21.54,June,1997,6,Sunday
56,1997-12-17,4,63.96,December,1997,2,Wednesday
57,1997-01-01,4,57.86,January,1997,2,Wednesday
58,1997-01-01,1,20.99,January,1997,2,Wednesday
59,1997-01-01,1,13.99,January,1997,2,Wednesday
59,1997-01-09,1,11.77,January,1997,3,Thursday
59,1997-01-25,1,10.77,January,1997,5,Saturday
60,1997-02-01,2,21.75,February,1997,5,Saturday
61,1997-01-01,11,155.65,January,1997,2,Wednesday
62,1997-01-01,3,32.91,January,1997,2,Wednesday
62,1997-01-17,1,17.96,January,1997,4,Friday
62,1997-02-13,1,13.97,February,1997,3,Thursday
62,1997-03-08,2,24.54,March,1997,5,Saturday
62,1997-03-14,2,28.14,March,1997,4,Friday
62,1997-05-14,2,14.55,May,1997,2,Wednesday
62,1997-05-21,1,5.78,May,1997,2,Wednesday
62,1997-08-27,1,15.36,August,1997,2,Wednesday
62,1997-10-01,2,25.98,October,1997,2,Wednesday
62,1997-10-16,1,15.99,October,1997,3,Thursday
62,1997-10-29,3,41.97,October,1997,2,Wednesday
63,1997-01-01,3,44.97,January,1997,2,Wednesday
63,1997-11-22,2,26.98,November,1997,5,Saturday
63,1998-04-18,2,24.48,April,1998,5,Saturday
63,1998-05-21,2,24.48,May,1998,3,Thursday
64,1997-01-03,1,11.77,January,1997,4,Friday
64,1997-02-12,2,13.98,February,1997,2,Wednesday
64,1997-05-12,1,11.77,May,1997,0,Monday
64,1997-05-13,1,14.96,May,1997,1,Tuesday
64,1997-07-22,1,15.36,July,1997,1,Tuesday
64,1997-09-20,3,41.47,September,1997,5,Saturday
64,1997-11-04,3,53.47,November,1997,1,Tuesday
64,1997-11-28,8,59.92,November,1997,4,Friday
64,1997-12-30,3,41.97,December,1997,1,Tuesday
64,1998-03-03,1,7.68,March,1998,1,Tuesday
64,1998-04-11,2,35.48,April,1998,5,Saturday
64,1998-04-23,2,21.98,April,1998,3,Thursday
64,1998-06-25,3,37.56,June,1998,3,Thursday
65,1997-01-01,1,18.77,January,1997,2,Wednesday
65,1998-02-16,2,35.98,February,1998,0,Monday
65,1998-03-22,1,13.99,March,1998,6,Sunday
66,1997-01-01,1,39.99,January,1997,2,Wednesday
67,1997-01-01,2,29.73,January,1997,2,Wednesday
67,1997-01-08,1,29.99,January,1997,2,Wednesday
67,1997-01-17,1,11.77,January,1997,4,Friday
68,1997-01-01,2,40.36,January,1997,2,Wednesday
69,1997-01-01,6,105.31,January,1997,2,Wednesday
69,1997-01-04,8,111.77,January,1997,5,Saturday
70,1997-01-01,5,72.23,January,1997,2,Wednesday
71,1997-01-01,1,13.97,January,1997,2,Wednesday
72,1997-01-01,1,11.99,January,1997,2,Wednesday
73,1997-01-01,1,13.97,January,1997,2,Wednesday
73,1997-02-28,2,24.14,February,1997,4,Friday
73,1997-03-16,4,56.46,March,1997,6,Sunday
74,1997-01-01,1,41.99,January,1997,2,Wednesday
75,1997-01-01,5,69.81,January,1997,2,Wednesday
76,1997-01-01,1,9.99,January,1997,2,Wednesday
77,1997-01-01,1,12.97,January,1997,2,Wednesday
78,1997-01-13,3,41.52,January,1997,0,Monday
78,1998-04-23,4,53.74,April,1998,3,Thursday
79,1997-01-01,6,77.44,January,1997,2,Wednesday
80,1997-01-01,4,43.46,January,1997,2,Wednesday
81,1997-01-01,2,74.76,January,1997,2,Wednesday
81,1997-01-10,2,56.36,January,1997,4,Friday
81,1997-01-17,3,35.31,January,1997,4,Friday
81,1997-02-02,2,27.76,February,1997,6,Sunday
81,1997-02-20,3,35.31,February,1997,3,Thursday
81,1997-03-05,1,14.99,March,1997,2,Wednesday
81,1997-04-05,1,13.77,April,1997,5,Saturday
81,1997-05-24,1,14.96,May,1997,5,Saturday
81,1997-06-05,5,82.79,June,1997,3,Thursday
81,1997-06-09,1,7.78,June,1997,0,Monday
81,1997-06-19,1,14.96,June,1997,3,Thursday
81,1997-07-22,1,11.97,July,1997,1,Tuesday
81,1997-09-15,2,26.98,September,1997,0,Monday
81,1997-09-27,1,12.99,September,1997,5,Saturday
82,1997-01-01,3,38.5,January,1997,2,Wednesday
82,1997-04-19,3,48.5,April,1997,5,Saturday
82,1997-09-27,2,30.98,September,1997,5,Saturday
82,1997-11-23,3,43.97,November,1997,6,Sunday
82,1998-02-27,3,40.56,February,1998,4,Friday
82,1998-04-10,3,40.29,April,1998,4,Friday
83,1997-01-01,1,13.0,January,1997,2,Wednesday
83,1997-01-26,3,47.69,January,1997,6,Sunday
83,1997-07-23,3,19.5,July,1997,2,Wednesday
83,1998-04-18,1,21.49,April,1998,5,Saturday
84,1997-01-01,1,13.97,January,1997,2,Wednesday
85,1997-01-03,3,26.31,January,1997,4,Friday
86,1997-01-01,2,23.94,January,1997,2,Wednesday
87,1997-01-01,7,103.37,January,1997,2,Wednesday
87,1997-05-31,2,29.92,May,1997,5,Saturday
87,1997-07-31,3,45.28,July,1997,3,Thursday
87,1997-10-08,2,27.98,October,1997,2,Wednesday
88,1997-02-24,1,14.99,February,1997,0,Monday
88,1997-10-22,2,19.98,October,1997,2,Wednesday
89,1997-01-01,3,47.08,January,1997,2,Wednesday
89,1997-01-11,2,30.72,January,1997,5,Saturday
89,1997-01-29,2,30.72,January,1997,2,Wednesday
89,1997-03-27,2,27.13,March,1997,3,Thursday
89,1997-04-11,1,20.97,April,1997,4,Friday
89,1997-05-27,1,15.36,May,1997,1,Tuesday
89,1997-07-30,4,60.67,July,1997,2,Wednesday
89,1997-08-23,2,46.42,August,1997,5,Saturday
89,1997-10-17,2,27.48,October,1997,4,Friday
89,1997-10-30,2,18.98,October,1997,3,Thursday
89,1997-12-05,3,39.97,December,1997,4,Friday
89,1997-12-22,2,29.48,December,1997,0,Monday
89,1997-12-26,3,31.97,December,1997,4,Friday
89,1997-12-29,1,19.49,December,1997,0,Monday
89,1998-01-23,2,34.98,January,1998,4,Friday
89,1998-02-11,2,26.98,February,1998,2,Wednesday
89,1998-02-27,1,22.49,February,1998,4,Friday
89,1998-06-10,1,40.99,June,1998,2,Wednesday
90,1997-01-01,1,12.9,January,1997,2,Wednesday
90,1997-01-08,1,11.77,January,1997,2,Wednesday
91,1997-01-01,2,32.54,January,1997,2,Wednesday
92,1997-01-01,2,35.98,January,1997,2,Wednesday
92,1997-04-16,1,17.36,April,1997,2,Wednesday
93,1997-01-01,9,122.09,January,1997,2,Wednesday
93,1997-01-03,5,97.24,January,1997,4,Friday
94,1997-01-02,4,44.1,January,1997,3,Thursday
95,1997-01-03,3,53.53,January,1997,4,Friday
95,1997-01-14,3,47.11,January,1997,1,Tuesday
95,1997-01-24,5,91.26,January,1997,4,Friday
95,1997-02-03,2,37.98,February,1997,0,Monday
95,1997-02-08,1,27.77,February,1997,5,Saturday
95,1997-02-10,2,25.13,February,1997,0,Monday
95,1997-02-17,1,19.77,February,1997,0,Monday
95,1997-03-04,4,67.46,March,1997,1,Tuesday
95,1997-03-25,2,42.73,March,1997,1,Tuesday
95,1997-04-14,1,14.37,April,1997,0,Monday
95,1997-04-27,2,29.33,April,1997,6,Sunday
95,1997-05-11,2,26.56,May,1997,6,Sunday
95,1997-05-11,2,30.32,May,1997,6,Sunday
95,1997-05-26,2,29.33,May,1997,0,Monday
95,1997-06-10,1,11.77,June,1997,1,Tuesday
95,1997-06-30,1,28.18,June,1997,0,Monday
95,1997-08-25,4,66.46,August,1997,0,Monday
95,1997-09-21,4,45.96,September,1997,6,Sunday
95,1997-12-09,6,90.94,December,1997,1,Tuesday
95,1997-12-19,2,82.98,December,1997,4,Friday
95,1998-01-10,3,42.47,January,1998,5,Saturday
95,1998-02-02,2,24.98,February,1998,0,Monday
95,1998-02-08,8,109.24,February,1998,6,Sunday
95,1998-02-24,5,105.45,February,1998,1,Tuesday
95,1998-03-16,6,82.42,March,1998,0,Monday
95,1998-04-28,7,106.93,April,1998,1,Tuesday
95,1998-05-07,3,59.97,May,1998,3,Thursday
95,1998-06-10,4,65.44,June,1998,2,Wednesday
95,1998-06-24,4,49.43,June,1998,2,Wednesday
96,1997-01-01,4,57.67,January,1997,2,Wednesday
96,1997-02-09,4,61.91,February,1997,6,Sunday
96,1997-02-14,3,29.5,February,1997,4,Friday
96,1997-02-22,1,96.99,February,1997,5,Saturday
96,1997-03-15,6,75.22,March,1997,5,Saturday
96,1997-04-08,3,49.94,April,1997,1,Tuesday
96,1997-04-17,4,60.48,April,1997,3,Thursday
96,1997-06-24,1,12.97,June,1997,1,Tuesday
96,1997-07-09,2,23.74,July,1997,2,Wednesday
96,1997-08-03,7,102.21,August,1997,6,Sunday
96,1997-10-30,4,114.46,October,1997,3,Thursday
96,1997-11-18,5,234.45,November,1997,1,Tuesday
96,1997-12-07,1,248.49,December,1997,6,Sunday
96,1998-01-02,4,68.46,January,1998,4,Friday
96,1998-01-17,4,45.46,January,1998,5,Saturday
96,1998-02-24,2,28.37,February,1998,1,Tuesday
96,1998-03-09,3,30.86,March,1998,0,Monday
96,1998-05-07,4,54.85,May,1998,3,Thursday
96,1998-06-27,4,49.96,June,1998,5,Saturday
97,1997-01-01,6,91.57,January,1997,2,Wednesday
97,1997-10-22,6,80.94,October,1997,2,Wednesday
97,1998-02-08,4,128.87,February,1998,6,Sunday
97,1998-03-28,2,23.37,March,1998,5,Saturday
98,1997-01-01,2,46.14,January,1997,2,Wednesday
98,1997-05-23,2,30.32,May,1997,4,Friday
99,1997-01-01,2,25.94,January,1997,2,Wednesday
99,1997-01-19,2,28.34,January,1997,6,Sunday
99,1997-04-24,2,28.93,April,1997,3,Thursday
99,1997-07-26,4,52.1,July,1997,5,Saturday
99,1997-10-11,2,24.98,October,1997,5,Saturday
99,1997-11-13,3,40.97,November,1997,3,Thursday
99,1997-12-16,1,65.99,December,1997,1,Tuesday
100,1997-01-01,1,13.77,January,1997,2,Wednesday
100,1997-12-11,1,12.49,December,1997,3,Thursday
100,1998-04-20,2,28.98,April,1998,0,Monday
101,1997-01-18,2,23.54,January,1997,5,Saturday
102,1997-01-01,1,14.37,January,1997,2,Wednesday
102,1997-02-10,1,25.99,February,1997,0,Monday
102,1997-11-28,1,11.49,November,1997,4,Friday
102,1998-03-01,4,105.62,March,1998,6,Sunday
103,1997-02-17,4,51.08,February,1997,0,Monday
103,1997-04-06,2,29.75,April,1997,6,Sunday
103,1998-04-17,3,29.66,April,1998,4,Friday
104,1997-01-01,1,14.96,January,1997,2,Wednesday
105,1997-01-01,3,35.31,January,1997,2,Wednesday
106,1997-01-01,2,31.52,January,1997,2,Wednesday
106,1997-01-19,2,29.92,January,1997,6,Sunday
106,1997-06-26,2,30.72,June,1997,3,Thursday
106,1997-11-04,2,27.98,November,1997,1,Tuesday
106,1997-12-30,1,36.99,December,1997,1,Tuesday
106,1998-01-31,3,44.97,January,1998,5,Saturday
107,1997-01-01,1,21.99,January,1997,2,Wednesday
108,1997-01-01,1,17.96,January,1997,2,Wednesday
109,1997-01-12,5,71.89,January,1997,6,Sunday
109,1997-02-02,7,132.57,February,1997,6,Sunday
110,1997-01-01,2,27.94,January,1997,2,Wednesday
111,1997-01-01,1,35.99,January,1997,2,Wednesday
111,1997-01-11,1,32.99,January,1997,5,Saturday
111,1997-03-15,4,77.96,March,1997,5,Saturday
111,1997-04-16,3,59.3,April,1997,2,Wednesday
111,1997-04-24,2,134.98,April,1997,3,Thursday
111,1997-06-23,1,91.92,June,1997,0,Monday
111,1997-07-22,3,47.08,July,1997,1,Tuesday
111,1997-07-26,2,71.96,July,1997,5,Saturday
111,1997-10-25,3,78.47,October,1997,5,Saturday
111,1997-12-06,3,83.47,December,1997,5,Saturday
111,1998-01-18,4,84.46,January,1998,6,Sunday
111,1998-02-15,4,123.96,February,1998,6,Sunday
111,1998-02-21,2,32.98,February,1998,5,Saturday
111,1998-02-26,2,23.06,February,1998,3,Thursday
111,1998-05-10,1,72.99,May,1998,6,Sunday
111,1998-06-20,3,55.47,June,1998,5,Saturday
112,1997-01-01,1,11.77,January,1997,2,Wednesday
112,1997-02-05,1,11.77,February,1997,2,Wednesday
113,1997-01-01,3,32.91,January,1997,2,Wednesday
113,1998-03-04,1,15.27,March,1998,2,Wednesday
113,1998-03-07,1,11.49,March,1998,5,Saturday
114,1997-01-01,1,16.36,January,1997,2,Wednesday
114,1997-05-01,2,28.13,May,1997,3,Thursday
114,1997-09-08,1,22.97,September,1997,0,Monday
114,1998-02-10,1,28.49,February,1998,1,Tuesday
114,1998-02-11,2,28.98,February,1998,2,Wednesday
115,1997-01-01,1,13.97,January,1997,2,Wednesday
116,1997-01-01,1,12.77,January,1997,2,Wednesday
117,1997-01-01,2,18.74,January,1997,2,Wednesday
117,1997-08-31,2,24.74,August,1997,6,Sunday
117,1998-03-19,1,15.49,March,1998,3,Thursday
118,1997-01-01,1,15.36,January,1997,2,Wednesday
118,1997-06-24,4,58.49,June,1997,1,Tuesday
119,1997-01-01,3,41.69,January,1997,2,Wednesday
120,1997-01-01,1,22.97,January,1997,2,Wednesday
120,1997-02-22,1,14.96,February,1997,5,Saturday
120,1997-03-30,1,11.77,March,1997,6,Sunday
120,1997-05-17,1,42.32,May,1997,5,Saturday
120,1997-12-18,1,11.49,December,1997,3,Thursday
121,1997-01-01,1,12.49,January,1997,2,Wednesday
122,1997-01-01,2,27.74,January,1997,2,Wednesday
123,1997-01-01,1,31.99,January,1997,2,Wednesday
124,1997-01-01,2,28.93,January,1997,2,Wednesday
124,1997-09-13,2,28.48,September,1997,5,Saturday
124,1997-10-16,2,26.98,October,1997,3,Thursday
124,1997-11-02,2,25.98,November,1997,6,Sunday
124,1997-12-12,2,27.98,December,1997,4,Friday
125,1997-01-01,3,37.47,January,1997,2,Wednesday
125,1997-06-22,1,13.72,June,1997,6,Sunday
125,1997-10-17,1,12.99,October,1997,4,Friday
125,1997-11-21,1,6.49,November,1997,4,Friday
125,1998-02-09,1,11.49,February,1998,0,Monday
125,1998-06-08,2,26.48,June,1998,0,Monday
126,1997-01-03,1,9.77,January,1997,4,Friday
126,1997-12-02,2,292.98,December,1997,1,Tuesday
127,1997-01-01,3,39.71,January,1997,2,Wednesday
128,1997-01-01,3,20.37,January,1997,2,Wednesday
128,1997-01-09,1,12.49,January,1997,3,Thursday
128,1997-02-07,2,22.75,February,1997,4,Friday
128,1997-08-03,1,12.25,August,1997,6,Sunday
129,1997-01-01,1,12.49,January,1997,2,Wednesday
130,1997-01-01,1,14.37,January,1997,2,Wednesday
130,1997-01-25,1,5.99,January,1997,5,Saturday
130,1997-02-08,3,42.89,February,1997,5,Saturday
130,1997-06-01,1,10.77,June,1997,6,Sunday
