customer_id,recency,frequency,price_sum,price_mean,spend_90_flag
100,-111,2,26.26,13.13,29.831451
101,-438,1,23.54,23.54,20.154734
102,-31,4,157.47,39.3675,38.839527
103,-360,2,80.83,40.415,24.110008
104,-455,1,14.96,14.96,20.154734
105,-455,1,35.31,35.31,20.154734
106,-60,6,202.1,33.68333333333333,52.947224
107,-455,1,21.99,21.99,20.154734
108,-455,1,17.96,17.96,20.154734
109,-423,2,204.46,102.23,21.483608
110,-455,1,27.94,27.94,20.154734
111,-34,14,978.58,69.89857142857143,62.027157
112,-420,2,23.54,11.77,21.573023
113,-25,3,59.67,19.89,38.5306
114,-49,5,124.93,24.986,39.070145
115,-455,1,13.97,13.97,20.154734
116,-455,1,12.77,12.77,20.154734
117,-13,3,58.97,19.656666666666663,38.5306
118,-281,2,73.85,36.925,29.315624
119,-455,1,41.69,41.69,20.154734
120,-104,5,103.51,20.702,35.873962
121,-455,1,12.49,12.49,20.154734
122,-455,1,27.74,27.74,20.154734
123,-455,1,31.99,31.99,20.154734
124,-110,5,138.35,27.67,35.873962
125,-51,5,82.16,16.432,39.070145
126,-120,2,302.75,151.375,30.12743
127,-455,1,39.71,39.71,20.154734
128,-241,4,67.86,16.965,29.775602
129,-455,1,12.49,12.49,20.154734
130,-144,7,107.96,15.422857142857143,44.257183
131,-455,1,30.32,30.32,20.154734
132,-177,5,260.87,52.174,31.733269
133,-141,7,199.17,28.45285714285714,44.257183
134,-83,3,49.38,16.459999999999997,34.101307
135,-455,2,84.39,42.195,21.573023
136,-126,2,81.96,40.98,30.063614
137,-455,1,27.73,27.73,20.154734
138,-455,1,14.99,14.99,20.154734
139,-450,1,11.77,11.77,20.154734
140,-333,2,44.06,22.03,25.114012
141,-38,6,123.99,20.665000000000003,53.35935
142,-41,4,97.9,24.475,38.839527
143,-455,2,41.48,20.74,21.573023
144,-455,1,30.72,30.72,20.154734
145,-18,21,477.11,22.71952380952381,63.239998
146,-455,1,13.97,13.97,20.154734
147,-109,8,288.07,36.00875,48.843426
148,-11,7,146.44,20.92,56.35592
149,-432,2,106.54,53.27,21.483608
150,-455,1,15.36,15.36,20.154734
151,-455,1,13.97,13.97,20.154734
152,-73,6,243.96,40.66,49.284
153,-455,1,6.79,6.79,20.154734
154,-146,4,57.31,14.3275,33.860275
155,-455,1,23.99,23.99,20.154734
156,-455,1,10.77,10.77,20.154734
157,-399,2,80.21000000000001,40.105,21.692675
158,-455,1,43.05,43.05,20.154734
159,-455,1,19.75,19.75,20.154734
160,-455,1,19.74,19.74,20.154734
161,-15,10,379.93,37.993,63.071327
162,-455,1,119.54,119.54,20.154734
163,-455,1,25.74,25.74,20.154734
164,-106,7,221.13,31.59,48.843426
165,-21,2,25.76,12.88,33.992218
166,-14,7,161.3,23.042857142857144,56.35592
167,-112,8,186.46,23.3075,44.84325
168,-455,1,14.96,14.96,20.154734
169,-455,1,11.77,11.77,20.154734
170,-64,2,74.39,37.195,30.276886
171,-455,1,14.96,14.96,20.154734
172,-455,1,50.95,50.95,20.154734
173,-455,1,18.36,18.36,20.154734
174,-450,2,36.73,18.365,21.573023
175,-455,1,27.77,27.77,20.154734
176,-455,1,11.77,11.77,20.154734
177,-56,31,555.09,17.906129032258065,60.38096
178,-455,1,12.49,12.49,20.154734
179,-36,11,174.03,15.82090909090909,61.711227
180,-216,2,62.59,31.295,29.530706
181,-455,1,43.7,43.7,20.154734
182,-107,3,81.72999999999999,27.24333333333333,34.3946
183,-455,1,9.99,9.99,20.154734
184,-455,1,19.99,19.99,20.154734
185,-5,4,87.21000000000001,21.8025,38.839527
186,-196,2,34.45,17.225,29.135063
187,-423,2,36.11,18.055,21.573023
188,-455,1,13.77,13.77,20.154734
189,-455,1,294.03,294.03,20.154734
190,-455,1,15.36,15.36,20.154734
191,-451,1,70.23,70.23,20.154734
192,-243,6,160.23000000000002,26.705,32.97402
193,-455,1,27.94,27.94,20.154734
194,-445,2,255.78,127.89,21.483608
195,-71,7,113.79,16.255714285714284,52.341167
196,-455,1,25.54,25.54,20.154734
197,-331,3,53.97,17.99,25.114012
198,-455,1,15.76,15.76,20.154734
199,-455,1,14.37,14.37,20.154734
200,-434,2,84.28999999999999,42.145,21.573023
201,-80,4,48.31,12.0775,34.101307
202,-454,2,146.46,73.23,21.483608
203,-251,4,63.83,15.9575,28.991297
204,-441,1,72.23,72.23,20.154734
205,-115,4,102.07,25.5175,34.418877
206,-455,1,17.99,17.99,20.154734
207,-136,3,94.26,31.42,34.418877
208,-39,2,133.63,66.815,34.285053
209,-382,3,116.17,38.723333333333336,22.15987
210,-6,2,86.03,43.015,34.285053
211,-455,1,7.78,7.78,20.154734
212,-455,1,14.37,14.37,20.154734
213,-437,2,22.54,11.27,21.573023
214,-162,7,222.22,31.74571428571428,43.82604
215,-455,1,11.77,11.77,20.154734
216,-455,1,13.97,13.97,20.154734
217,-62,3,184.04,61.34666666666666,35.119003
218,-419,1,57.48,57.48,20.154734
219,-319,2,74.02,37.01,25.246344
220,-455,1,57.85,57.85,20.154734
221,-455,1,12.49,12.49,20.154734
222,-153,3,86.33,28.776666666666667,34.27297
223,-455,1,47.93,47.93,20.154734
224,-455,1,28.33,28.33,20.154734
225,-243,5,105.61,21.122,31.32123
226,-45,5,126.65,25.33,39.527252
227,-220,5,164.58,32.916000000000004,31.733269
228,-85,13,339.79,26.13769230769231,56.706272
229,-20,4,64.0,16.0,38.61267
230,-299,2,79.96,39.98,25.947752
231,-455,1,69.04,69.04,20.154734
232,-455,1,42.98,42.98,20.154734
233,-455,1,12.99,12.99,20.154734
234,-421,2,23.96,11.98,21.573023
235,-455,1,7.98,7.98,20.154734
236,-455,1,16.7,16.7,20.154734
237,-455,1,23.54,23.54,20.154734
238,-248,5,305.19,61.038,30.983448
239,-455,1,28.74,28.74,20.154734
240,-389,2,30.950000000000003,15.475,21.750334
241,-6,3,76.07,25.356666666666666,38.839527
242,-439,2,65.43,32.715,21.573023
243,-454,1,17.96,17.96,20.154734
244,-3,20,1185.85,59.2925,63.67808
245,-70,6,134.76,22.46,52.339523
246,-6,19,699.33,36.80684210526316,63.67808
247,-106,3,63.17,21.05666666666667,34.101307
248,-454,1,14.37,14.37,20.154734
249,-406,3,92.28,30.76,22.04073
250,-221,3,104.57,34.85666666666666,30.723953
251,-454,1,40.26,40.26,20.154734
252,-10,4,312.5,78.125,38.839527
253,-454,1,13.97,13.97,20.154734
254,-454,1,15.96,15.96,20.154734
255,-454,1,11.77,11.77,20.154734
256,-352,3,79.58,26.526666666666667,24.263004
257,-153,2,40.76,20.38,29.780766
258,-454,1,59.97,59.97,20.154734
259,-454,1,14.79,14.79,20.154734
260,-451,1,57.27,57.27,20.154734
261,-454,1,8.77,8.77,20.154734
262,-454,1,48.95,48.95,20.154734
263,-454,1,14.79,14.79,20.154734
264,-454,1,16.99,16.99,20.154734
265,-405,3,135.6,45.2,22.04073
266,-429,2,99.28,49.64,21.483608
267,-454,1,37.47,37.47,20.154734
268,-373,1,7.78,7.78,20.368715
269,-410,1,29.99,29.99,20.154734
270,-432,2,269.17,134.585,21.483608
271,-454,1,12.77,12.77,20.154734
272,-361,3,38.71,12.903333333333334,22.38985
273,-372,2,21.75,10.875,21.863995
274,-454,1,5.78,5.78,20.154734
275,-454,1,60.47,60.47,20.154734
276,-267,3,104.36,34.78666666666667,30.244452
277,-23,2,31.89,15.945,33.992218
278,-454,1,23.97,23.97,20.154734
279,-230,3,139.81,46.60333333333333,30.723953
280,-338,3,256.45,85.48333333333333,24.134506
281,-454,1,14.7,14.7,20.154734
282,-454,1,53.88,53.88,20.154734
283,-454,1,37.71,37.71,20.154734
284,-454,1,20.0,20.0,20.154734
285,-454,1,25.99,25.99,20.154734
286,-443,2,87.27,43.635,21.573023
287,-454,1,13.97,13.97,20.154734
288,-334,2,28.93,14.465,25.114012
289,-417,2,20.54,10.27,21.573023
290,-454,1,49.98,49.98,20.154734
291,-454,1,199.15,199.15,20.154734
292,-84,4,65.88,16.47,34.3946
293,-12,2,173.78,86.89,34.285053
294,-131,2,27.36,13.68,29.790491
295,-5,4,386.58,96.645,38.839527
296,-454,1,25.53,25.53,20.154734
297,-454,1,14.96,14.96,20.154734
298,-454,1,68.04,68.04,20.154734
299,-146,2,22.76,11.38,29.780766
300,-8,17,412.53,24.266470588235293,63.67808
301,-141,4,173.38,43.345,34.418877
302,-454,1,27.13,27.13,20.154734
303,-454,1,10.77,10.77,20.154734
304,-309,5,113.34,22.668,25.590572
305,-147,2,152.26999999999998,76.13499999999999,30.166418
306,-454,1,30.99,30.99,20.154734
307,-398,1,28.45,28.45,20.368715
308,-454,1,12.77,12.77,20.154734
309,-381,1,52.5,52.5,20.368715
310,-449,1,39.32,39.32,20.154734
311,-454,1,69.25,69.25,20.154734
312,-101,2,102.73,51.365,30.104792
313,-2,17,2292.5,134.85294117647058,63.67808
314,-443,3,231.13,77.04333333333334,21.829243
315,-382,3,88.86,29.62,22.15987
316,-244,4,72.22999999999999,18.0575,29.775602
317,-54,5,231.15,46.23,39.070145
318,-79,3,64.49,21.496666666666663,34.179195
319,-449,2,41.69,20.845,21.573023
320,-454,1,9.99,9.99,20.154734
321,-454,1,103.05,103.05,20.154734
322,-270,2,52.33,26.165,29.252815
323,-29,7,264.34,37.762857142857136,55.713608
324,-186,2,59.01,29.505,29.530706
325,-454,1,72.82,72.82,20.154734
326,-454,1,14.37,14.37,20.154734
327,-454,1,40.7,40.7,20.154734
328,0,14,471.88,33.705714285714286,63.67808
329,-33,5,93.97,18.794,39.819466
330,-454,1,14.96,14.96,20.154734
331,-454,1,16.36,16.36,20.154734
332,-454,1,15.36,15.36,20.154734
333,-454,1,15.9,15.9,20.154734
334,-454,1,40.11,40.11,20.154734
335,-450,2,26.73,13.365,21.573023
336,-454,1,11.77,11.77,20.154734
337,-435,1,23.54,23.54,20.154734
338,-454,1,25.74,25.74,20.154734
339,-131,5,411.84,82.368,35.60014
340,-454,1,46.3,46.3,20.154734
341,-248,2,106.6,53.3,30.109238
342,-454,1,17.9,17.9,20.154734
343,-150,4,177.43,44.3575,34.27297
344,-27,16,548.14,34.25875,62.206425
345,-152,2,90.25,45.125,30.166418
346,-454,1,26.76,26.76,20.154734
347,-454,1,15.36,15.36,20.154734
348,-249,2,97.52,48.76,30.109238
349,-454,1,44.88,44.88,20.154734
350,-454,1,46.37,46.37,20.154734
351,-454,1,8.77,8.77,20.154734
352,-420,2,16.759999999999998,8.379999999999999,21.573023
353,-413,2,69.23,34.615,21.573023
354,-454,1,14.99,14.99,20.154734
355,-449,2,82.81,41.405,21.573023
356,-454,1,28.74,28.74,20.154734
357,-420,2,91.45,45.725,21.573023
358,-160,2,47.97,23.985,29.780766
359,-454,1,76.45,76.45,20.154734
360,-48,4,67.39,16.8475,37.92162
361,-38,2,37.73,18.865,33.992218
362,-454,4,58.0,14.5,22.057098
363,-453,2,36.96,18.48,21.573023
364,-450,1,29.97,29.97,20.154734
365,-10,12,297.8,24.816666666666663,63.67808
366,-454,1,15.36,15.36,20.154734
367,-454,1,44.77,44.77,20.154734
368,-177,2,135.57999999999998,67.78999999999999,30.34634
369,-454,1,7.98,7.98,20.154734
370,-100,4,193.89,48.4725,34.3946
371,-110,2,35.47,17.735,29.831451
372,-344,2,36.73,18.365,25.04084
373,-86,9,262.18,29.13111111111111,51.61066
374,-11,6,145.89,24.315,53.829216
375,-234,4,107.41,26.8525,30.723953
376,-273,2,65.65,32.825,29.451958
377,-454,1,38.5,38.5,20.154734
378,-422,2,29.8,14.9,21.573023
379,-423,4,89.85,22.4625,22.057098
380,-452,1,47.08,47.08,20.154734
381,-266,3,50.41,16.80333333333333,28.991297
382,-454,1,12.49,12.49,20.154734
383,-454,1,30.72,30.72,20.154734
384,-454,1,11.97,11.97,20.154734
385,-283,2,21.78,10.89,28.654676
386,-454,1,18.99,18.99,20.154734
387,-40,11,636.74,57.88545454545454,61.711227
388,-454,1,10.77,10.77,20.154734
389,-11,8,480.05,60.00625,56.35592
390,-452,1,15.36,15.36,20.154734
391,-453,1,32.0,32.0,20.154734
392,-454,1,58.91,58.91,20.154734
393,-454,1,29.16,29.16,20.154734
394,-438,2,56.75,28.375,21.573023
395,-454,1,26.99,26.99,20.154734
396,-13,5,210.26,42.052,40.117226
397,-335,2,104.63,52.315,25.222359
398,-5,38,1391.23,36.611315789473686,63.67808
399,-420,2,62.32,31.16,21.573023
400,-17,9,151.76,16.862222222222222,58.330196
401,-454,1,41.74,41.74,20.154734
402,-452,2,24.74,12.37,21.573023
403,-454,1,11.77,11.77,20.154734
404,-257,6,118.2,19.7,31.625381
405,-454,1,14.99,14.99,20.154734
406,-5,4,152.73000000000002,38.182500000000005,38.839527
407,-450,1,21.74,21.74,20.154734
408,-454,1,25.99,25.99,20.154734
409,-454,1,14.37,14.37,20.154734
410,-135,2,42.97,21.485,29.790491
411,-89,20,1769.3,88.465,56.706272
412,-74,2,45.8,22.9,29.831451
413,-454,1,25.94,25.94,20.154734
414,-413,1,43.95,43.95,20.154734
415,-454,1,31.99,31.99,20.154734
416,-454,1,47.98,47.98,20.154734
417,-209,4,214.98,53.745,30.723953
418,-454,1,24.98,24.98,20.154734
419,-454,1,108.72,108.72,20.154734
420,-454,1,16.36,16.36,20.154734
421,-274,5,206.83,41.366,31.115559
422,-322,5,215.32,43.064,24.956367
423,-454,1,24.99,24.99,20.154734
424,-90,7,279.45,39.92142857142857,50.163506
425,-454,1,14.99,14.99,20.154734
426,-454,1,10.99,10.99,20.154734
427,-454,1,11.97,11.97,20.154734
428,-454,1,14.99,14.99,20.154734
429,-264,2,42.91,21.455,28.917301
430,-274,2,114.1,57.05,30.066977
431,-109,5,246.15,49.23,35.873962
432,-454,1,64.44,64.44,20.154734
433,-102,6,199.49,33.248333333333335,48.54603
434,-454,1,33.31,33.31,20.154734
435,-454,1,40.7,40.7,20.154734
436,-307,5,158.27,31.654000000000003,25.222052
437,-454,1,28.13,28.13,20.154734
438,-454,1,24.96,24.96,20.154734
439,-454,1,41.11,41.11,20.154734
440,-454,1,14.96,14.96,20.154734
441,-112,9,194.77,21.641111111111112,46.27945
442,-454,1,14.79,14.79,20.154734
443,-439,2,39.98,19.99,21.573023
444,-454,1,13.97,13.97,20.154734
445,-10,8,200.7,25.0875,56.35592
446,-74,5,96.74,19.348,36.002983
447,-454,1,19.94,19.94,20.154734
448,-454,1,36.71,36.71,20.154734
449,-438,2,84.99000000000001,42.495000000000005,21.573023
450,-296,2,59.66,29.83,25.9829
451,-438,1,24.99,24.99,20.154734
452,-391,2,24.74,12.37,21.750334
453,-316,2,181.16,90.58,24.477741
454,-142,4,92.28,23.07,34.418877
455,-454,1,0.0,0.0,20.154734
456,-132,7,478.53,68.36142857142858,44.257183
457,-446,3,509.26,169.75333333333333,21.829243
458,-21,5,53.61,10.722,39.654602
459,-453,1,23.99,23.99,20.154734
460,-434,2,64.96,32.48,21.573023
461,-155,2,164.48,82.24,30.166418
462,-454,1,17.3,17.3,20.154734
463,-445,2,69.05,34.525,21.573023
464,-4,4,151.6,37.9,38.839527
465,-359,2,85.96,42.98,24.219666
466,-398,2,73.91,36.955,21.692675
467,-441,2,27.73,13.865,21.573023
468,-199,3,78.85,26.28333333333333,30.272192
469,-454,1,11.97,11.97,20.154734
470,-454,1,15.76,15.76,20.154734
471,-410,2,167.79000000000002,83.89500000000001,21.483608
472,-424,3,158.03,52.67666666666667,21.829243
473,-454,1,34.97,34.97,20.154734
474,-45,3,122.06,40.68666666666667,38.37376
475,-454,1,43.13,43.13,20.154734
476,-454,1,13.97,13.97,20.154734
477,-454,1,21.99,21.99,20.154734
478,-454,1,14.37,14.37,20.154734
479,-454,1,17.9,17.9,20.154734
480,-454,1,13.99,13.99,20.154734
481,-454,1,13.97,13.97,20.154734
482,-453,1,15.76,15.76,20.154734
483,-439,1,24.99,24.99,20.154734
484,-12,3,92.62,30.87333333333333,38.839527
485,-26,14,1071.84,76.55999999999999,62.206425
486,-454,1,20.0,20.0,20.154734
487,-453,1,11.77,11.77,20.154734
488,-70,2,32.79,16.395,29.831451
489,-439,2,60.97,30.485,21.573023
490,-141,2,27.76,13.88,29.790491
491,-454,1,15.76,15.76,20.154734
492,-197,9,179.61,19.956666666666667,33.30118
493,-454,1,28.34,28.34,20.154734
494,-454,1,13.77,13.77,20.154734
495,-451,2,72.07,36.035,21.573023
496,-161,2,39.12,19.56,29.780766
497,-454,1,11.77,11.77,20.154734
498,-431,2,120.13,60.065000000000005,21.483608
499,-3,100,3427.55,34.2755,63.67808
500,-454,1,21.74,21.74,20.154734
501,-454,1,30.39,30.39,20.154734
502,-174,2,32.349999999999994,16.174999999999997,29.135063
503,-454,1,15.36,15.36,20.154734
504,-113,3,196.73,65.57666666666667,34.3946
505,-96,3,56.88,18.96,34.101307
506,-389,1,25.78,25.78,20.368715
507,-454,1,13.97,13.97,20.154734
508,-293,2,26.53,13.265,25.675312
509,-454,1,15.7,15.7,20.154734
510,-454,1,11.99,11.99,20.154734
511,-454,1,28.76,28.76,20.154734
512,-454,1,11.77,11.77,20.154734
513,-449,1,12.97,12.97,20.154734
514,-454,1,11.77,11.77,20.154734
515,-454,1,19.94,19.94,20.154734
516,-454,1,14.99,14.99,20.154734
517,-453,1,9.98,9.98,20.154734
518,-453,1,14.96,14.96,20.154734
519,-140,5,137.7,27.54,35.60014
520,-453,1,24.98,24.98,20.154734
521,-453,1,27.13,27.13,20.154734
522,-453,1,23.99,23.99,20.154734
523,-159,5,116.73,23.346,35.451935
524,-453,1,11.99,11.99,20.154734
525,-201,2,40.76,20.38,29.135063
526,-453,1,52.68,52.68,20.154734
527,-448,1,14.79,14.79,20.154734
528,-453,1,71.44,71.44,20.154734
529,-453,1,8.97,8.97,20.154734
530,-453,1,11.97,11.97,20.154734
531,-453,1,58.99,58.99,20.154734
532,-453,1,15.9,15.9,20.154734
533,-453,1,29.58,29.58,20.154734
534,-453,1,11.77,11.77,20.154734
535,-413,1,13.97,13.97,20.154734
536,-453,1,26.69,26.69,20.154734
537,-453,1,14.37,14.37,20.154734
538,-453,1,9.99,9.99,20.154734
539,-288,2,33.239999999999995,16.619999999999997,28.611473
540,-453,1,13.97,13.97,20.154734
541,-453,1,51.3,51.3,20.154734
542,-453,1,45.67,45.67,20.154734
543,-453,1,37.98,37.98,20.154734
544,-391,1,14.96,14.96,20.368715
545,-158,4,321.34000000000003,80.33500000000001,34.27297
546,-54,4,662.97,165.7425,37.833305
547,-8,10,270.5,27.05,63.36777
548,-40,6,110.41,18.401666666666667,53.35935
549,-350,2,71.44,35.72,24.223545
550,-453,1,23.95,23.95,20.154734
551,-453,1,125.02,125.02,20.154734
552,-453,1,24.96,24.96,20.154734
553,-453,1,15.75,15.75,20.154734
554,-449,1,60.27,60.27,20.154734
555,-453,1,39.48,39.48,20.154734
556,-439,2,202.28000000000003,101.14,21.483608
557,-452,1,29.6,29.6,20.154734
558,-453,1,49.67,49.67,20.154734
559,-146,2,188.42,94.21,30.166418
560,-453,1,44.97,44.97,20.154734
561,-7,8,295.76,36.97,56.35592
562,-282,2,23.93,11.965,28.654676
563,-281,2,52.4,26.2,29.046473
564,-7,22,633.0,28.772727272727277,63.67808
565,-351,2,118.98,59.49,23.66417
566,-9,4,156.39,39.0975,38.839527
567,-16,4,250.9,62.725,38.839527
568,-6,3,50.52,16.84,38.5306
569,-155,3,101.23,33.74333333333333,34.27297
570,-61,3,216.17,72.05666666666667,35.119003
571,-413,2,53.5,26.75,21.573023
572,-138,5,140.91,28.182,35.60014
573,-168,3,31.72,10.573333333333332,32.85102
574,-370,2,52.87,26.435,21.863995
575,-453,1,19.99,19.99,20.154734
576,-453,1,14.99,14.99,20.154734
577,-453,1,29.99,29.99,20.154734
578,-453,1,15.96,15.96,20.154734
579,-453,1,13.9,13.9,20.154734
580,-453,1,15.36,15.36,20.154734
581,-453,1,14.37,14.37,20.154734
582,-146,3,111.45,37.15,34.27297
583,-51,6,206.43,34.405,53.35935
584,-439,1,11.77,11.77,20.154734
585,-115,10,270.61,27.061,50.503273
586,-134,33,2849.64,86.35272727272726,50.657497
587,-201,6,220.46,36.74333333333333,32.97402
588,-453,1,40.3,40.3,20.154734
589,-103,3,85.16999999999999,28.39,34.3946
590,-85,2,42.32,21.16,29.831451
591,-453,1,15.36,15.36,20.154734
592,-338,3,121.24,40.41333333333333,24.871819
593,-27,7,163.9,23.414285714285715,55.713608
594,-439,1,31.32,31.32,20.154734
595,-101,3,90.15,30.05,34.3946
596,-193,3,91.32,30.44,30.723953
597,-285,3,39.71,13.236666666666666,28.742725
598,-143,3,81.1,27.03333333333333,34.35044
599,-213,2,40.11,20.055,29.135063
600,-453,1,15.36,15.36,20.154734
601,-419,2,19.54,9.77,21.573023
602,-243,3,374.6,124.86666666666667,30.723953
603,-453,1,24.13,24.13,20.154734
604,-453,1,68.97,68.97,20.154734
605,-453,1,53.68,53.68,20.154734
606,-6,2,39.98,19.99,33.992218
607,-453,1,81.96,81.96,20.154734
608,-411,5,154.64999999999998,30.93,22.057098
609,-114,8,488.33,61.04125,44.435432
610,-360,3,59.7,19.9,24.070723
611,-175,2,25.76,12.88,29.135063
612,-453,1,12.49,12.49,20.154734
613,-289,3,49.97,16.656666666666666,28.742725
614,-34,3,38.61,12.87,38.5306
615,-429,2,78.91,39.455,21.573023
616,-226,2,33.15,16.575,29.135063
617,-453,1,29.92,29.92,20.154734
618,-285,2,76.21000000000001,38.105,29.366117
619,-9,34,976.03,28.706764705882357,63.67808
620,-453,1,13.77,13.77,20.154734
621,-442,2,32.27,16.134999999999998,21.573023
622,-453,1,59.97,59.97,20.154734
623,-453,1,32.72,32.72,20.154734
624,-161,6,216.87,36.145,42.8923
625,-159,2,41.25,20.625,29.780766
626,-26,3,334.74,111.58,38.839527
627,-453,1,15.76,15.76,20.154734
628,-453,1,21.99,21.99,20.154734
629,-314,4,191.18,47.795,25.222052
630,-453,1,37.47,37.47,20.154734
631,-453,2,28.74,14.37,21.573023
632,-418,2,29.33,14.665,21.573023
633,-250,6,244.23,40.705000000000005,32.039555
634,-417,1,13.97,13.97,20.154734
635,-46,7,548.6,78.37142857142858,55.525566
636,-453,1,27.92,27.92,20.154734
637,-453,1,12.97,12.97,20.154734
638,-453,1,29.99,29.99,20.154734
639,-448,2,27.94,13.97,21.573023
640,-453,1,15.36,15.36,20.154734
641,-453,1,35.12,35.12,20.154734
642,-442,1,16.99,16.99,20.154734
643,-37,8,207.43,25.92875,55.525566
644,-453,1,9.77,9.77,20.154734
645,-13,4,101.18,25.295,38.839527
646,-50,3,40.72,13.573333333333332,37.6155
647,-275,2,71.97,35.985,29.481295
648,-446,2,124.94,62.47,21.483608
649,-114,2,48.94,24.47,29.790491
650,-453,1,15.36,15.36,20.154734
651,-453,1,24.99,24.99,20.154734
652,-453,1,11.77,11.77,20.154734
653,-154,3,91.67,30.55666666666666,34.27297
654,-338,2,75.22,37.61,25.06949
655,-305,2,63.91,31.955,25.352692
656,-453,1,55.1,55.1,20.154734
657,-453,1,71.49,71.49,20.154734
658,-453,1,14.96,14.96,20.154734
659,-20,15,535.01,35.66733333333333,63.239998
660,-453,1,9.97,9.97,20.154734
661,-453,1,12.77,12.77,20.154734
662,-20,5,153.71,30.742,39.819466
663,-2,5,115.79,23.158,40.117226
664,-453,1,23.54,23.54,20.154734
665,-453,1,11.97,11.97,20.154734
666,-284,2,44.28,22.14,29.046473
667,-245,4,220.64,55.16,30.723953
668,-371,2,119.03,59.515,21.773706
669,-453,1,26.14,26.14,20.154734
670,-274,2,54.08,27.04,29.211252
