customer_id,recency,frequency,price_sum,price_mean,spend_90_total,spend_90_flag
113,-25,3,59.669999999999995,19.889999999999997,0.0,0.0
114,-49,5,124.92999999999999,24.985999999999997,0.0,0.0
115,-455,1,13.97,13.97,0.0,0.0
116,-455,1,12.77,12.77,0.0,0.0
117,-13,3,58.97,19.656666666666666,0.0,0.0
118,-281,2,73.85,36.925,0.0,0.0
119,-455,1,41.69,41.69,0.0,0.0
120,-104,5,103.50999999999999,20.701999999999998,0.0,0.0
121,-455,1,12.49,12.49,0.0,0.0
122,-455,1,27.74,27.74,0.0,0.0
123,-455,1,31.99,31.99,0.0,0.0
124,-110,5,138.35,27.669999999999998,0.0,0.0
125,-51,5,82.16,16.432,26.48,1.0
126,-120,2,302.75,151.375,0.0,0.0
127,-455,1,39.71,39.71,0.0,0.0
128,-241,4,67.86,16.965,0.0,0.0
129,-455,1,12.49,12.49,0.0,0.0
130,-144,7,107.96000000000001,15.422857142857143,12.99,1.0
131,-455,1,30.32,30.32,0.0,0.0
132,-177,5,260.87,52.174,41.56,1.0
133,-141,7,199.17,28.45285714285714,0.0,0.0
134,-83,3,49.379999999999995,16.459999999999997,0.0,0.0
135,-455,2,84.39,42.195,0.0,0.0
136,-126,2,81.96,40.98,0.0,0.0
137,-455,1,27.73,27.73,0.0,0.0
138,-455,1,14.99,14.99,0.0,0.0
139,-450,1,11.77,11.77,0.0,0.0
140,-333,2,44.06,22.03,0.0,0.0
141,-38,6,123.99000000000001,20.665000000000003,23.76,1.0
142,-41,4,97.89999999999999,24.474999999999998,24.49,1.0
143,-455,2,41.48,20.74,0.0,0.0
144,-455,1,30.72,30.72,0.0,0.0
145,-18,21,477.11,22.71952380952381,44.85,1.0
146,-455,1,13.97,13.97,0.0,0.0
147,-109,8,288.07,36.00875,0.0,0.0
148,-11,7,146.44,20.919999999999998,0.0,0.0
149,-432,2,106.53999999999999,53.269999999999996,0.0,0.0
150,-455,1,15.36,15.36,0.0,0.0
151,-455,1,13.97,13.97,0.0,0.0
152,-73,6,243.96,40.660000000000004,0.0,0.0
153,-455,1,6.79,6.79,0.0,0.0
154,-146,4,57.31,14.3275,11.88,1.0
155,-455,1,23.99,23.99,0.0,0.0
156,-455,1,10.77,10.77,0.0,0.0
157,-399,2,80.21000000000001,40.105000000000004,0.0,0.0
158,-455,1,43.05,43.05,0.0,0.0
159,-455,1,19.75,19.75,0.0,0.0
160,-455,1,19.74,19.74,0.0,0.0
161,-15,10,379.93,37.993,36.98,1.0
162,-455,1,119.54,119.54,0.0,0.0
163,-455,1,25.74,25.74,0.0,0.0
164,-106,7,221.13,31.59,24.46,1.0
165,-21,2,25.76,12.88,8.99,1.0
166,-14,7,161.3,23.042857142857144,11.88,1.0
167,-112,8,186.46,23.3075,0.0,0.0
168,-455,1,14.96,14.96,0.0,0.0
169,-455,1,11.77,11.77,0.0,0.0
170,-64,2,74.39,37.195,0.0,0.0
171,-455,1,14.96,14.96,0.0,0.0
172,-455,1,50.95,50.95,0.0,0.0
173,-455,1,18.36,18.36,31.47,1.0
174,-450,2,36.730000000000004,18.365000000000002,0.0,0.0
175,-455,1,27.77,27.77,0.0,0.0
176,-455,1,11.77,11.77,0.0,0.0
177,-56,31,555.09,17.906129032258065,14.99,1.0
178,-455,1,12.49,12.49,0.0,0.0
179,-36,11,174.03,15.82090909090909,0.0,0.0
180,-216,2,62.59,31.295,0.0,0.0
181,-455,1,43.7,43.7,0.0,0.0
182,-107,3,81.72999999999999,27.24333333333333,9.99,1.0
183,-455,1,9.99,9.99,0.0,0.0
184,-455,1,19.99,19.99,11.88,1.0
185,-5,4,87.21000000000001,21.802500000000002,27.98,1.0
186,-196,2,34.45,17.225,0.0,0.0
187,-423,2,36.11,18.055,0.0,0.0
188,-455,1,13.77,13.77,0.0,0.0
189,-455,1,294.03,294.03,0.0,0.0
190,-455,1,15.36,15.36,0.0,0.0
191,-451,1,70.23,70.23,0.0,0.0
192,-243,6,160.23000000000002,26.705000000000002,0.0,0.0
193,-455,1,27.94,27.94,0.0,0.0
194,-445,2,255.77999999999997,127.88999999999999,0.0,0.0
195,-71,7,113.78999999999999,16.255714285714284,0.0,0.0
196,-455,1,25.54,25.54,0.0,0.0
197,-331,3,53.97,17.99,0.0,0.0
198,-455,1,15.76,15.76,0.0,0.0
199,-455,1,14.37,14.37,0.0,0.0
200,-434,2,84.28999999999999,42.144999999999996,0.0,0.0
201,-80,4,48.31,12.0775,24.99,1.0
202,-454,2,146.46,73.23,0.0,0.0
203,-251,4,63.83,15.9575,0.0,0.0
204,-441,1,72.23,72.23,0.0,0.0
205,-115,4,102.07,25.5175,0.0,0.0
206,-455,1,17.99,17.99,0.0,0.0
207,-136,3,94.25999999999999,31.419999999999998,0.0,0.0
208,-39,2,133.63,66.815,0.0,0.0
209,-382,3,116.17,38.723333333333336,0.0,0.0
210,-6,2,86.03,43.015,0.0,0.0
211,-455,1,7.78,7.78,0.0,0.0
212,-455,1,14.37,14.37,0.0,0.0
213,-437,2,22.54,11.27,0.0,0.0
214,-162,7,222.21999999999997,31.745714285714282,0.0,0.0
215,-455,1,11.77,11.77,0.0,0.0
216,-455,1,13.97,13.97,0.0,0.0
217,-62,3,184.04,61.346666666666664,11.88,1.0
218,-419,1,57.48,57.48,0.0,0.0
219,-319,2,74.02,37.01,0.0,0.0
220,-455,1,57.85,57.85,0.0,0.0
221,-455,1,12.49,12.49,0.0,0.0
222,-153,3,86.33,28.776666666666667,0.0,0.0
223,-455,1,47.93,47.93,0.0,0.0
224,-455,1,28.33,28.33,0.0,0.0
225,-243,5,105.61,21.122,0.0,0.0
226,-45,5,126.65,25.330000000000002,43.47,1.0
227,-220,5,164.58,32.916000000000004,0.0,0.0
228,-85,13,339.79,26.13769230769231,0.0,0.0
229,-20,4,64.0,16.0,19.49,1.0
230,-299,2,79.96,39.98,0.0,0.0
231,-455,1,69.04,69.04,0.0,0.0
232,-455,1,42.98,42.98,0.0,0.0
233,-455,1,12.99,12.99,0.0,0.0
234,-421,2,23.96,11.98,0.0,0.0
235,-455,1,7.98,7.98,0.0,0.0
236,-455,1,16.7,16.7,0.0,0.0
237,-455,1,23.54,23.54,0.0,0.0
238,-248,5,305.19,61.038,0.0,0.0
239,-455,1,28.74,28.74,0.0,0.0
240,-389,2,30.950000000000003,15.475000000000001,0.0,0.0
241,-6,3,76.07,25.356666666666666,24.48,1.0
242,-439,2,65.43,32.715,0.0,0.0
243,-454,1,17.96,17.96,0.0,0.0
244,-3,20,1185.85,59.2925,101.56,1.0
245,-70,6,134.76,22.459999999999997,13.99,1.0
246,-6,19,699.33,36.80684210526316,50.85,1.0
247,-106,3,63.17,21.05666666666667,30.98,1.0
248,-454,1,14.37,14.37,0.0,0.0
249,-406,3,92.28,30.76,0.0,0.0
250,-221,3,104.57,34.85666666666666,0.0,0.0
251,-454,1,40.26,40.26,0.0,0.0
252,-10,4,312.5,78.125,35.76,1.0
253,-454,1,13.97,13.97,0.0,0.0
254,-454,1,15.96,15.96,0.0,0.0
255,-454,1,11.77,11.77,0.0,0.0
256,-352,3,79.58,26.526666666666667,0.0,0.0
257,-153,2,40.76,20.38,14.99,1.0
258,-454,1,59.97,59.97,0.0,0.0
259,-454,1,14.79,14.79,0.0,0.0
260,-451,1,57.27,57.27,0.0,0.0
261,-454,1,8.77,8.77,0.0,0.0
262,-454,1,48.95,48.95,0.0,0.0
263,-454,1,14.79,14.79,0.0,0.0
264,-454,1,16.99,16.99,0.0,0.0
265,-405,3,135.6,45.199999999999996,0.0,0.0
266,-429,2,99.28,49.64,0.0,0.0
267,-454,1,37.47,37.47,0.0,0.0
268,-373,1,7.78,7.78,0.0,0.0
269,-410,1,29.99,29.99,0.0,0.0
270,-432,2,269.17,134.585,0.0,0.0
271,-454,1,12.77,12.77,0.0,0.0
272,-361,3,38.71,12.903333333333334,0.0,0.0
273,-372,2,21.75,10.875,0.0,0.0
274,-454,1,5.78,5.78,0.0,0.0
275,-454,1,60.47,60.47,0.0,0.0
276,-267,3,104.36000000000001,34.78666666666667,13.99,1.0
277,-23,2,31.89,15.945,0.0,0.0
278,-454,1,23.97,23.97,0.0,0.0
279,-230,3,139.81,46.60333333333333,0.0,0.0
280,-338,3,256.45,85.48333333333333,0.0,0.0
281,-454,1,14.7,14.7,0.0,0.0
282,-454,1,53.88,53.88,0.0,0.0
283,-454,1,37.71,37.71,0.0,0.0
284,-454,1,20.0,20.0,0.0,0.0
285,-454,1,25.99,25.99,0.0,0.0
286,-443,2,87.27,43.635,0.0,0.0
287,-454,1,13.97,13.97,0.0,0.0
288,-334,2,28.93,14.465,0.0,0.0
289,-417,2,20.54,10.27,0.0,0.0
290,-454,1,49.98,49.98,0.0,0.0
291,-454,1,199.15,199.15,0.0,0.0
292,-84,4,65.88,16.47,0.0,0.0
293,-12,2,173.78,86.89,0.0,0.0
294,-131,2,27.36,13.68,0.0,0.0
295,-5,4,386.58000000000004,96.64500000000001,0.0,0.0
296,-454,1,25.53,25.53,0.0,0.0
297,-454,1,14.96,14.96,0.0,0.0
298,-454,1,68.04,68.04,0.0,0.0
299,-146,2,22.759999999999998,11.379999999999999,0.0,0.0
300,-8,17,412.53,24.266470588235293,125.89999999999999,1.0
301,-141,4,173.38,43.345,0.0,0.0
302,-454,1,27.13,27.13,0.0,0.0
303,-454,1,10.77,10.77,0.0,0.0
304,-309,5,113.34,22.668,0.0,0.0
305,-147,2,152.26999999999998,76.13499999999999,0.0,0.0
306,-454,1,30.99,30.99,0.0,0.0
307,-398,1,28.45,28.45,0.0,0.0
308,-454,1,12.77,12.77,0.0,0.0
309,-381,1,52.5,52.5,0.0,0.0
310,-449,1,39.32,39.32,0.0,0.0
311,-454,1,69.25,69.25,0.0,0.0
312,-101,2,102.72999999999999,51.364999999999995,0.0,0.0
313,-2,17,2292.5,134.85294117647058,139.79,1.0
314,-443,3,231.13,77.04333333333334,0.0,0.0
315,-382,3,88.86,29.62,0.0,0.0
316,-244,4,72.22999999999999,18.057499999999997,0.0,0.0
317,-54,5,231.15,46.230000000000004,0.0,0.0
318,-79,3,64.49,21.496666666666666,0.0,0.0
319,-449,2,41.69,20.845,0.0,0.0
320,-454,1,9.99,9.99,0.0,0.0
321,-454,1,103.05,103.05,0.0,0.0
322,-270,2,52.33,26.165,0.0,0.0
323,-29,7,264.34,37.762857142857136,148.41,1.0
324,-186,2,59.01,29.505,0.0,0.0
325,-454,1,72.82,72.82,0.0,0.0
326,-454,1,14.37,14.37,0.0,0.0
327,-454,1,40.7,40.7,0.0,0.0
328,0,14,471.88,33.705714285714286,220.74,1.0
329,-33,5,93.97,18.794,0.0,0.0
330,-454,1,14.96,14.96,0.0,0.0
331,-454,1,16.36,16.36,0.0,0.0
332,-454,1,15.36,15.36,0.0,0.0
333,-454,1,15.9,15.9,0.0,0.0
334,-454,1,40.11,40.11,0.0,0.0
335,-450,2,26.73,13.365,0.0,0.0
336,-454,1,11.77,11.77,0.0,0.0
337,-435,1,23.54,23.54,14.49,1.0
338,-454,1,25.74,25.74,0.0,0.0
339,-131,5,411.84,82.368,0.0,0.0
340,-454,1,46.3,46.3,0.0,0.0
341,-248,2,106.6,53.3,0.0,0.0
342,-454,1,17.9,17.9,0.0,0.0
343,-150,4,177.43,44.3575,0.0,0.0
344,-27,16,548.14,34.25875,31.98,1.0
345,-152,2,90.25,45.125,0.0,0.0
346,-454,1,26.76,26.76,0.0,0.0
347,-454,1,15.36,15.36,0.0,0.0
348,-249,2,97.52,48.76,0.0,0.0
349,-454,1,44.88,44.88,0.0,0.0
350,-454,1,46.37,46.37,0.0,0.0
351,-454,1,8.77,8.77,0.0,0.0
352,-420,2,16.759999999999998,8.379999999999999,0.0,0.0
353,-413,2,69.23,34.615,0.0,0.0
354,-454,1,14.99,14.99,0.0,0.0
355,-449,2,82.81,41.405,0.0,0.0
356,-454,1,28.74,28.74,0.0,0.0
357,-420,2,91.44999999999999,45.724999999999994,0.0,0.0
358,-160,2,47.97,23.985,70.95,1.0
359,-454,1,76.45,76.45,0.0,0.0
360,-48,4,67.39,16.8475,35.36,1.0
361,-38,2,37.730000000000004,18.865000000000002,0.0,0.0
362,-454,4,58.0,14.5,0.0,0.0
363,-453,2,36.959999999999994,18.479999999999997,0.0,0.0
364,-450,1,29.97,29.97,0.0,0.0
365,-10,12,297.8,24.816666666666666,0.0,0.0
366,-454,1,15.36,15.36,0.0,0.0
367,-454,1,44.77,44.77,0.0,0.0
368,-177,2,135.57999999999998,67.78999999999999,0.0,0.0
369,-454,1,7.98,7.98,0.0,0.0
370,-100,4,193.89,48.4725,0.0,0.0
371,-110,2,35.47,17.735,0.0,0.0
372,-344,2,36.730000000000004,18.365000000000002,0.0,0.0
373,-86,9,262.18,29.13111111111111,0.0,0.0
374,-11,6,145.89,24.314999999999998,101.93,1.0
375,-234,4,107.41,26.8525,0.0,0.0
376,-273,2,65.65,32.825,25.16,1.0
377,-454,1,38.5,38.5,0.0,0.0
378,-422,2,29.8,14.9,0.0,0.0
379,-423,4,89.85,22.4625,0.0,0.0
380,-452,1,47.08,47.08,0.0,0.0
381,-266,3,50.41,16.80333333333333,0.0,0.0
382,-454,1,12.49,12.49,0.0,0.0
383,-454,1,30.72,30.72,0.0,0.0
384,-454,1,11.97,11.97,0.0,0.0
385,-283,2,21.78,10.89,0.0,0.0
386,-454,1,18.99,18.99,0.0,0.0
387,-40,11,636.74,57.88545454545454,204.39,1.0
388,-454,1,10.77,10.77,0.0,0.0
389,-11,8,480.05,60.00625,91.71000000000001,1.0
390,-452,1,15.36,15.36,0.0,0.0
391,-453,1,32.0,32.0,0.0,0.0
392,-454,1,58.91,58.91,0.0,0.0
393,-454,1,29.16,29.16,0.0,0.0
394,-438,2,56.75,28.375,0.0,0.0
395,-454,1,26.99,26.99,0.0,0.0
396,-13,5,210.26,42.052,50.36,1.0
397,-335,2,104.63,52.315,0.0,0.0
398,-5,38,1391.23,36.611315789473686,178.1,1.0
399,-420,2,62.32,31.16,0.0,0.0
400,-17,9,151.76,16.862222222222222,0.0,0.0
401,-454,1,41.74,41.74,0.0,0.0
402,-452,2,24.740000000000002,12.370000000000001,0.0,0.0
403,-454,1,11.77,11.77,0.0,0.0
404,-257,6,118.19999999999999,19.7,20.98,1.0
405,-454,1,14.99,14.99,0.0,0.0
406,-5,4,152.73000000000002,38.182500000000005,66.48,1.0
407,-450,1,21.74,21.74,0.0,0.0
408,-454,1,25.99,25.99,0.0,0.0
409,-454,1,14.37,14.37,0.0,0.0
410,-135,2,42.97,21.485,0.0,0.0
411,-89,20,1769.3,88.465,0.0,0.0
412,-74,2,45.800000000000004,22.900000000000002,0.0,0.0
413,-454,1,25.94,25.94,0.0,0.0
414,-413,1,43.95,43.95,0.0,0.0
415,-454,1,31.99,31.99,0.0,0.0
416,-454,1,47.98,47.98,0.0,0.0
417,-209,4,214.98,53.745,0.0,0.0
418,-454,1,24.98,24.98,0.0,0.0
419,-454,1,108.72,108.72,0.0,0.0
420,-454,1,16.36,16.36,0.0,0.0
421,-274,5,206.82999999999998,41.366,0.0,0.0
422,-322,5,215.32,43.064,0.0,0.0
423,-454,1,24.99,24.99,0.0,0.0
424,-90,7,279.45,39.92142857142857,14.49,1.0
425,-454,1,14.99,14.99,0.0,0.0
426,-454,1,10.99,10.99,0.0,0.0
427,-454,1,11.97,11.97,0.0,0.0
428,-454,1,14.99,14.99,0.0,0.0
429,-264,2,42.91,21.455,59.49,1.0
430,-274,2,114.1,57.05,69.45,1.0
431,-109,5,246.15,49.230000000000004,57.46,1.0
432,-454,1,64.44,64.44,0.0,0.0
433,-102,6,199.49,33.248333333333335,85.45,1.0
434,-454,1,33.31,33.31,0.0,0.0
435,-454,1,40.7,40.7,0.0,0.0
436,-307,5,158.27,31.654000000000003,0.0,0.0
437,-454,1,28.13,28.13,0.0,0.0
438,-454,1,24.96,24.96,0.0,0.0
439,-454,1,41.11,41.11,0.0,0.0
440,-454,1,14.96,14.96,0.0,0.0
441,-112,9,194.77,21.641111111111112,24.48,1.0
442,-454,1,14.79,14.79,0.0,0.0
443,-439,2,39.98,19.99,0.0,0.0
444,-454,1,13.97,13.97,0.0,0.0
445,-10,8,200.7,25.0875,0.0,0.0
446,-74,5,96.74,19.348,15.49,1.0
447,-454,1,19.94,19.94,0.0,0.0
448,-454,1,36.71,36.71,0.0,0.0
449,-438,2,84.99000000000001,42.495000000000005,0.0,0.0
450,-296,2,59.66,29.83,0.0,0.0
451,-438,1,24.99,24.99,0.0,0.0
452,-391,2,24.740000000000002,12.370000000000001,0.0,0.0
453,-316,2,181.16,90.58,0.0,0.0
454,-142,4,92.28,23.07,0.0,0.0
455,-454,1,0.0,0.0,0.0,0.0
456,-132,7,478.53000000000003,68.36142857142858,0.0,0.0
457,-446,3,509.26,169.75333333333333,0.0,0.0
458,-21,5,53.61,10.722,38.49,1.0
459,-453,1,23.99,23.99,0.0,0.0
460,-434,2,64.96,32.48,0.0,0.0
461,-155,2,164.48,82.24,0.0,0.0
462,-454,1,17.3,17.3,0.0,0.0
463,-445,2,69.05,34.525,0.0,0.0
464,-4,4,151.6,37.9,21.57,1.0
465,-359,2,85.96,42.98,0.0,0.0
466,-398,2,73.91,36.955,0.0,0.0
467,-441,2,27.73,13.865,0.0,0.0
468,-199,3,78.85,26.28333333333333,0.0,0.0
469,-454,1,11.97,11.97,0.0,0.0
470,-454,1,15.76,15.76,0.0,0.0
471,-410,2,167.79000000000002,83.89500000000001,0.0,0.0
472,-424,3,158.03,52.67666666666667,0.0,0.0
473,-454,1,34.97,34.97,0.0,0.0
474,-45,3,122.06,40.68666666666667,0.0,0.0
475,-454,1,43.13,43.13,0.0,0.0
476,-454,1,13.97,13.97,0.0,0.0
477,-454,1,21.99,21.99,0.0,0.0
478,-454,1,14.37,14.37,0.0,0.0
479,-454,1,17.9,17.9,0.0,0.0
480,-454,1,13.99,13.99,0.0,0.0
481,-454,1,13.97,13.97,0.0,0.0
482,-453,1,15.76,15.76,0.0,0.0
483,-439,1,24.99,24.99,0.0,0.0
484,-12,3,92.61999999999999,30.87333333333333,24.87,1.0
485,-26,14,1071.84,76.55999999999999,82.94,1.0
486,-454,1,20.0,20.0,0.0,0.0
487,-453,1,11.77,11.77,0.0,0.0
488,-70,2,32.79,16.395,0.0,0.0
489,-439,2,60.97,30.485,0.0,0.0
490,-141,2,27.759999999999998,13.879999999999999,0.0,0.0
491,-454,1,15.76,15.76,0.0,0.0
492,-197,9,179.61,19.956666666666667,23.76,1.0
493,-454,1,28.34,28.34,0.0,0.0
494,-454,1,13.77,13.77,0.0,0.0
495,-451,2,72.07,36.035,0.0,0.0
496,-161,2,39.12,19.56,0.0,0.0
497,-454,1,11.77,11.77,0.0,0.0
498,-431,2,120.13000000000001,60.065000000000005,0.0,0.0
499,-3,100,3427.55,34.2755,951.0,1.0
500,-454,1,21.74,21.74,0.0,0.0
501,-454,1,30.39,30.39,0.0,0.0
502,-174,2,32.349999999999994,16.174999999999997,0.0,0.0
503,-454,1,15.36,15.36,0.0,0.0
504,-113,3,196.73,65.57666666666667,0.0,0.0
505,-96,3,56.88,18.96,0.0,0.0
506,-389,1,25.78,25.78,0.0,0.0
507,-454,1,13.97,13.97,0.0,0.0
508,-293,2,26.53,13.265,0.0,0.0
509,-454,1,15.7,15.7,0.0,0.0
510,-454,1,11.99,11.99,0.0,0.0
511,-454,1,28.76,28.76,0.0,0.0
512,-454,1,11.77,11.77,0.0,0.0
513,-449,1,12.97,12.97,0.0,0.0
514,-454,1,11.77,11.77,0.0,0.0
515,-454,1,19.94,19.94,0.0,0.0
516,-454,1,14.99,14.99,0.0,0.0
517,-453,1,9.98,9.98,0.0,0.0
518,-453,1,14.96,14.96,0.0,0.0
519,-140,5,137.7,27.54,84.44,1.0
520,-453,1,24.98,24.98,0.0,0.0
521,-453,1,27.13,27.13,0.0,0.0
522,-453,1,23.99,23.99,0.0,0.0
523,-159,5,116.73,23.346,0.0,0.0
524,-453,1,11.99,11.99,0.0,0.0
525,-201,2,40.76,20.38,0.0,0.0
526,-453,1,52.68,52.68,0.0,0.0
527,-448,1,14.79,14.79,0.0,0.0
528,-453,1,71.44,71.44,0.0,0.0
529,-453,1,8.97,8.97,0.0,0.0
530,-453,1,11.97,11.97,0.0,0.0
531,-453,1,58.99,58.99,0.0,0.0
532,-453,1,15.9,15.9,0.0,0.0
533,-453,1,29.58,29.58,0.0,0.0
534,-453,1,11.77,11.77,0.0,0.0
535,-413,1,13.97,13.97,0.0,0.0
536,-453,1,26.69,26.69,0.0,0.0
537,-453,1,14.37,14.37,0.0,0.0
538,-453,1,9.99,9.99,0.0,0.0
539,-288,2,33.239999999999995,16.619999999999997,0.0,0.0
540,-453,1,13.97,13.97,0.0,0.0
541,-453,1,51.3,51.3,0.0,0.0
542,-453,1,45.67,45.67,0.0,0.0
543,-453,1,37.98,37.98,0.0,0.0
544,-391,1,14.96,14.96,0.0,0.0
545,-158,4,321.34000000000003,80.33500000000001,0.0,0.0
546,-54,4,662.97,165.7425,22.49,1.0
547,-8,10,270.5,27.05,14.49,1.0
548,-40,6,110.41,18.401666666666667,41.05,1.0
549,-350,2,71.44,35.72,0.0,0.0
550,-453,1,23.95,23.95,0.0,0.0
551,-453,1,125.02,125.02,0.0,0.0
552,-453,1,24.96,24.96,0.0,0.0
553,-453,1,15.75,15.75,0.0,0.0
554,-449,1,60.27,60.27,0.0,0.0
555,-453,1,39.48,39.48,0.0,0.0
556,-439,2,202.28000000000003,101.14000000000001,0.0,0.0
557,-452,1,29.6,29.6,0.0,0.0
558,-453,1,49.67,49.67,0.0,0.0
559,-146,2,188.42000000000002,94.21000000000001,54.85,1.0
560,-453,1,44.97,44.97,0.0,0.0
561,-7,8,295.76,36.97,65.45,1.0
562,-282,2,23.93,11.965,0.0,0.0
563,-281,2,52.4,26.2,0.0,0.0
564,-7,22,633.0,28.772727272727273,24.87,1.0
565,-351,2,118.98,59.49,0.0,0.0
566,-9,4,156.39,39.0975,0.0,0.0
567,-16,4,250.9,62.725,40.97,1.0
568,-6,3,50.519999999999996,16.84,28.48,1.0
569,-155,3,101.22999999999999,33.74333333333333,0.0,0.0
