customer_id,recency,frequency,price_sum,price_mean,spend_90_total
66,-455,1,39.99,39.99,0.7521817
67,-439,3,71.49,23.83,1.9374647
68,-455,1,40.36,40.36,0.7521817
69,-452,2,217.08,108.54,0.8931609
70,-455,1,72.23,72.23,1.0301503
71,-455,1,13.97,13.97,0.6902134
72,-455,1,11.99,11.99,0.69432783
73,-381,3,94.57,31.52333333333333,4.41533
74,-455,1,41.99,41.99,0.7521817
75,-455,1,69.81,69.81,1.0215485
76,-455,1,9.99,9.99,0.6839506
77,-455,1,12.97,12.97,0.6902134
78,-443,1,41.52,41.52,0.75671643
79,-455,1,77.44,77.44,1.0301503
80,-455,1,43.46,43.46,0.7936694
81,-186,14,430.69,30.763571428571428,11.044761
82,-33,5,202.51,40.502,14.538831
83,-252,3,80.19,26.73,5.101501
84,-455,1,13.97,13.97,0.6902134
85,-453,1,26.31,26.31,0.73835194
86,-455,1,23.94,23.94,0.7383893
87,-175,4,206.55,51.6375,7.7337885
88,-161,2,34.97,17.485,3.2104936
89,-33,17,530.89,31.228823529411763,59.638466
90,-448,2,24.67,12.335,0.8606341
91,-455,1,32.54,32.54,0.7447135
92,-350,2,53.34,26.67,1.8508748
93,-453,2,219.33,109.665,0.8931609
94,-454,1,44.1,44.1,0.66190475
95,-16,25,1233.5,49.34,126.65121
96,-23,17,1341.18,78.89294117647059,87.720436
97,-4,4,324.75,81.1875,20.532103
98,-313,2,76.46000000000001,38.23,3.196998
99,-106,7,267.25,38.17857142857143,15.552362
100,-111,2,26.26,13.13,3.178047
101,-438,1,23.54,23.54,0.7560696
102,-31,4,157.47,39.3675,11.712739
103,-360,2,80.83,40.415,2.549095
104,-455,1,14.96,14.96,0.68146235
105,-455,1,35.31,35.31,0.74770695
106,-60,6,202.1,33.68333333333333,14.148361
107,-455,1,21.99,21.99,0.7338832
108,-455,1,17.96,17.96,0.716885
109,-423,2,204.46,102.23,0.8828433
110,-455,1,27.94,27.94,0.72463715
111,-34,14,978.58,69.89857142857143,77.02411
112,-420,2,23.54,11.77,0.88882583
113,-25,3,59.67,19.89,6.2128267
114,-49,5,124.93,24.986,8.725555
115,-455,1,13.97,13.97,0.6902134
116,-455,1,12.77,12.77,0.6902134
117,-13,3,58.97,19.656666666666663,6.061637
118,-281,2,73.85,36.925,3.1091468
119,-455,1,41.69,41.69,0.7521817
120,-104,5,103.51,20.702,7.5251737
121,-455,1,12.49,12.49,0.69432783
122,-455,1,27.74,27.74,0.72463715
123,-455,1,31.99,31.99,0.7390527
124,-110,5,138.35,27.67,7.942017
125,-51,5,82.16,16.432,7.6653147
126,-120,2,302.75,151.375,7.6950493
127,-455,1,39.71,39.71,0.7521817
128,-241,4,67.86,16.965,3.1024692
129,-455,1,12.49,12.49,0.69432783
130,-144,7,107.96,15.422857142857143,8.37917
131,-455,1,30.32,30.32,0.7390527
132,-177,5,260.87,52.174,8.172857
133,-141,7,199.17,28.45285714285714,10.138034
134,-83,3,49.38,16.459999999999997,3.6797945
135,-455,2,84.39,42.195,1.5292714
136,-126,2,81.96,40.98,6.626754
137,-455,1,27.73,27.73,0.72463715
138,-455,1,14.99,14.99,0.68146235
139,-450,1,11.77,11.77,0.69432783
140,-333,2,44.06,22.03,1.9572362
141,-38,6,123.99,20.665000000000003,10.77796
142,-41,4,97.9,24.475,8.643725
143,-455,2,41.48,20.74,0.88933945
144,-455,1,30.72,30.72,0.7390527
145,-18,21,477.11,22.71952380952381,38.526237
146,-455,1,13.97,13.97,0.6902134
147,-109,8,288.07,36.00875,15.091519
148,-11,7,146.44,20.92,13.029603
149,-432,2,106.54,53.27,1.466728
150,-455,1,15.36,15.36,0.6888663
151,-455,1,13.97,13.97,0.6902134
152,-73,6,243.96,40.66,17.881287
153,-455,1,6.79,6.79,0.6839506
154,-146,4,57.31,14.3275,3.4601176
155,-455,1,23.99,23.99,0.7383893
156,-455,1,10.77,10.77,0.6839506
157,-399,2,80.21000000000001,40.105,2.284436
158,-455,1,43.05,43.05,0.9182156
159,-455,1,19.75,19.75,0.709066
160,-455,1,19.74,19.74,0.709066
161,-15,10,379.93,37.993,39.644558
162,-455,1,119.54,119.54,0.99110466
163,-455,1,25.74,25.74,0.746924
164,-106,7,221.13,31.59,14.084256
165,-21,2,25.76,12.88,5.0285873
166,-14,7,161.3,23.042857142857144,14.66599
167,-112,8,186.46,23.3075,12.262442
168,-455,1,14.96,14.96,0.68146235
169,-455,1,11.77,11.77,0.69432783
170,-64,2,74.39,37.195,4.046646
171,-455,1,14.96,14.96,0.68146235
172,-455,1,50.95,50.95,0.7702649
173,-455,1,18.36,18.36,0.716885
174,-450,2,36.73,18.365,0.8848647
175,-455,1,27.77,27.77,0.72463715
176,-455,1,11.77,11.77,0.69432783
177,-56,31,555.09,17.906129032258065,24.160578
178,-455,1,12.49,12.49,0.69432783
179,-36,11,174.03,15.82090909090909,14.618306
180,-216,2,62.59,31.295,3.4313185
181,-455,1,43.7,43.7,0.66190475
182,-107,3,81.72999999999999,27.24333333333333,6.839823
183,-455,1,9.99,9.99,0.6839506
184,-455,1,19.99,19.99,0.7338832
185,-5,4,87.21000000000001,21.8025,8.925537
186,-196,2,34.45,17.225,2.5760465
187,-423,2,36.11,18.055,0.8971044
188,-455,1,13.77,13.77,0.6902134
189,-455,1,294.03,294.03,0.88692355
190,-455,1,15.36,15.36,0.6888663
191,-451,1,70.23,70.23,1.0215485
192,-243,6,160.23000000000002,26.705,6.2371264
193,-455,1,27.94,27.94,0.72463715
194,-445,2,255.78,127.89,0.8750638
195,-71,7,113.79,16.255714285714284,10.973479
196,-455,1,25.54,25.54,0.7383893
197,-331,3,53.97,17.99,2.0716662
198,-455,1,15.76,15.76,0.6888663
199,-455,1,14.37,14.37,0.68146235
200,-434,2,84.28999999999999,42.145,1.5292714
201,-80,4,48.31,12.0775,3.648591
202,-454,2,146.46,73.23,1.1239219
203,-251,4,63.83,15.9575,2.9592457
204,-441,1,72.23,72.23,1.040097
205,-115,4,102.07,25.5175,7.2602177
206,-455,1,17.99,17.99,0.716885
207,-136,3,94.26,31.42,7.7225046
208,-39,2,133.63,66.815,8.099666
209,-382,3,116.17,38.723333333333336,2.364744
210,-6,2,86.03,43.015,8.3825
211,-455,1,7.78,7.78,0.6839506
212,-455,1,14.37,14.37,0.68146235
213,-437,2,22.54,11.27,0.8683677
214,-162,7,222.22,31.74571428571428,8.63004
215,-455,1,11.77,11.77,0.69432783
216,-455,1,13.97,13.97,0.6902134
217,-62,3,184.04,61.34666666666666,13.018551
218,-419,1,57.48,57.48,2.2500386
219,-319,2,74.02,37.01,2.712272
220,-455,1,57.85,57.85,1.1758629
221,-455,1,12.49,12.49,0.69432783
222,-153,3,86.33,28.776666666666667,8.758624
223,-455,1,47.93,47.93,0.62780774
224,-455,1,28.33,28.33,0.72463715
225,-243,5,105.61,21.122,5.2011504
226,-45,5,126.65,25.33,8.992406
227,-220,5,164.58,32.916000000000004,7.7656083
228,-85,13,339.79,26.13769230769231,17.014297
229,-20,4,64.0,16.0,7.546926
230,-299,2,79.96,39.98,3.6907055
231,-455,1,69.04,69.04,1.0215485
232,-455,1,42.98,42.98,0.9182156
233,-455,1,12.99,12.99,0.6902134
234,-421,2,23.96,11.98,0.8728738
235,-455,1,7.98,7.98,0.6839506
236,-455,1,16.7,16.7,0.716885
237,-455,1,23.54,23.54,0.7338832
238,-248,5,305.19,61.038,8.21173
239,-455,1,28.74,28.74,0.72463715
240,-389,2,30.950000000000003,15.475,0.9035223
241,-6,3,76.07,25.356666666666666,7.7107167
242,-439,2,65.43,32.715,1.611362
243,-454,1,17.96,17.96,0.716885
244,-3,20,1185.85,59.2925,132.91896
245,-70,6,134.76,22.46,10.788188
246,-6,19,699.33,36.80684210526316,61.81775
247,-106,3,63.17,21.05666666666667,3.5958652
248,-454,1,14.37,14.37,0.68146235
249,-406,3,92.28,30.76,4.516772
250,-221,3,104.57,34.85666666666666,6.1287546
251,-454,1,40.26,40.26,0.7521817
252,-10,4,312.5,78.125,19.13334
253,-454,1,13.97,13.97,0.6902134
254,-454,1,15.96,15.96,0.7077906
255,-454,1,11.77,11.77,0.69432783
256,-352,3,79.58,26.526666666666667,2.6274683
257,-153,2,40.76,20.38,3.278366
258,-454,1,59.97,59.97,1.0369552
259,-454,1,14.79,14.79,0.68146235
260,-451,1,57.27,57.27,1.4444559
261,-454,1,8.77,8.77,0.6839506
262,-454,1,48.95,48.95,0.62780774
263,-454,1,14.79,14.79,0.68146235
264,-454,1,16.99,16.99,0.716885
265,-405,3,135.6,45.2,3.2823744
266,-429,2,99.28,49.64,1.466728
267,-454,1,37.47,37.47,0.74770695
268,-373,1,7.78,7.78,0.8084857
269,-410,1,29.99,29.99,0.8855362
270,-432,2,269.17,134.585,0.93423796
271,-454,1,12.77,12.77,0.6902134
272,-361,3,38.71,12.903333333333334,1.0405233
273,-372,2,21.75,10.875,0.92953223
274,-454,1,5.78,5.78,0.6839506
275,-454,1,60.47,60.47,1.0369552
276,-267,3,104.36,34.78666666666667,6.4338894
277,-23,2,31.89,15.945,5.382782
278,-454,1,23.97,23.97,0.7383893
279,-230,3,139.81,46.60333333333333,6.5571465
280,-338,3,256.45,85.48333333333333,3.0306
281,-454,1,14.7,14.7,0.68146235
282,-454,1,53.88,53.88,1.168976
283,-454,1,37.71,37.71,0.74770695
284,-454,1,20.0,20.0,0.7338832
285,-454,1,25.99,25.99,0.746924
286,-443,2,87.27,43.635,1.5292714
287,-454,1,13.97,13.97,0.6902134
288,-334,2,28.93,14.465,2.195574
289,-417,2,20.54,10.27,0.89220464
290,-454,1,49.98,49.98,0.62780774
291,-454,1,199.15,199.15,0.9830376
292,-84,4,65.88,16.47,3.983056
293,-12,2,173.78,86.89,14.917206
294,-131,2,27.36,13.68,3.207306
295,-5,4,386.58,96.645,20.36214
296,-454,1,25.53,25.53,0.7383893
297,-454,1,14.96,14.96,0.68146235
298,-454,1,68.04,68.04,1.0523435
299,-146,2,22.76,11.38,3.1053352
300,-8,17,412.53,24.266470588235293,35.190865
301,-141,4,173.38,43.345,8.922221
302,-454,1,27.13,27.13,0.72463715
303,-454,1,10.77,10.77,0.6839506
304,-309,5,113.34,22.668,3.9356558
305,-147,2,152.26999999999998,76.13499999999999,9.029702
306,-454,1,30.99,30.99,0.7390527
307,-398,1,28.45,28.45,0.88846356
308,-454,1,12.77,12.77,0.6902134
309,-381,1,52.5,52.5,1.6063957
310,-449,1,39.32,39.32,0.7521817
311,-454,1,69.25,69.25,1.0215485
312,-101,2,102.73,51.365,10.826447
313,-2,17,2292.5,134.85294117647058,70.91138
314,-443,3,231.13,77.04333333333334,0.9689548
315,-382,3,88.86,29.62,2.5814703
316,-244,4,72.22999999999999,18.0575,3.1115894
317,-54,5,231.15,46.23,12.889112
318,-79,3,64.49,21.496666666666663,3.7587426
319,-449,2,41.69,20.845,0.88933945
320,-454,1,9.99,9.99,0.6839506
321,-454,1,103.05,103.05,1.0172598
322,-270,2,52.33,26.165,3.1460946
323,-29,7,264.34,37.762857142857136,23.807816
324,-186,2,59.01,29.505,2.8604615
325,-454,1,72.82,72.82,1.0301503
326,-454,1,14.37,14.37,0.68146235
327,-454,1,40.7,40.7,0.7521817
328,0,14,471.88,33.705714285714286,36.45565
329,-33,5,93.97,18.794,8.809701
330,-454,1,14.96,14.96,0.68146235
331,-454,1,16.36,16.36,0.716885
332,-454,1,15.36,15.36,0.6888663
333,-454,1,15.9,15.9,0.6976361
334,-454,1,40.11,40.11,0.7521817
335,-450,2,26.73,13.365,0.8799674
336,-454,1,11.77,11.77,0.69432783
337,-435,1,23.54,23.54,0.7560696
338,-454,1,25.74,25.74,0.746924
339,-131,5,411.84,82.368,15.349451
340,-454,1,46.3,46.3,0.62780774
341,-248,2,106.6,53.3,6.285948
342,-454,1,17.9,17.9,0.716885
343,-150,4,177.43,44.3575,16.949202
344,-27,16,548.14,34.25875,58.155327
345,-152,2,90.25,45.125,13.760808
346,-454,1,26.76,26.76,0.72463715
347,-454,1,15.36,15.36,0.6888663
348,-249,2,97.52,48.76,6.3413744
349,-454,1,44.88,44.88,0.62780774
350,-454,1,46.37,46.37,0.62780774
351,-454,1,8.77,8.77,0.6839506
352,-420,2,16.759999999999998,8.379999999999999,0.85767984
353,-413,2,69.23,34.615,1.8871222
354,-454,1,14.99,14.99,0.68146235
355,-449,2,82.81,41.405,1.4969876
356,-454,1,28.74,28.74,0.72463715
357,-420,2,91.45,45.725,1.9554626
358,-160,2,47.97,23.985,3.475509
359,-454,1,76.45,76.45,1.0301503
360,-48,4,67.39,16.8475,6.8235245
361,-38,2,37.73,18.865,4.794715
362,-454,4,58.0,14.5,1.9168625
363,-453,2,36.96,18.48,0.8848647
364,-450,1,29.97,29.97,0.72463715
365,-10,12,297.8,24.816666666666663,27.434853
366,-454,1,15.36,15.36,0.6888663
367,-454,1,44.77,44.77,0.62780774
368,-177,2,135.57999999999998,67.78999999999999,5.7447405
369,-454,1,7.98,7.98,0.6839506
370,-100,4,193.89,48.4725,11.454312
371,-110,2,35.47,17.735,3.1212726
372,-344,2,36.73,18.365,1.8012775
373,-86,9,262.18,29.13111111111111,16.016624
374,-11,6,145.89,24.315,13.999076
375,-234,4,107.41,26.8525,5.770096
376,-273,2,65.65,32.825,3.3788767
377,-454,1,38.5,38.5,0.74770695
378,-422,2,29.8,14.9,0.8583531
379,-423,4,89.85,22.4625,2.0273619
380,-452,1,47.08,47.08,0.62780774
381,-266,3,50.41,16.80333333333333,2.9163308
382,-454,1,12.49,12.49,0.69432783
383,-454,1,30.72,30.72,0.7390527
384,-454,1,11.97,11.97,0.69432783
385,-283,2,21.78,10.89,3.3508158
386,-454,1,18.99,18.99,0.709066
387,-40,11,636.74,57.88545454545454,75.96602
388,-454,1,10.77,10.77,0.6839506
389,-11,8,480.05,60.00625,42.909256
390,-452,1,15.36,15.36,0.6888663
391,-453,1,32.0,32.0,0.7390527
392,-454,1,58.91,58.91,1.1758629
393,-454,1,29.16,29.16,0.72463715
394,-438,2,56.75,28.375,1.8415023
395,-454,1,26.99,26.99,0.72463715
396,-13,5,210.26,42.052,16.36389
397,-335,2,104.63,52.315,3.3467133
398,-5,38,1391.23,36.611315789473686,102.450676
399,-420,2,62.32,31.16,4.231567
400,-17,9,151.76,16.862222222222222,14.602568
401,-454,1,41.74,41.74,0.7521817
402,-452,2,24.74,12.37,0.8606341
403,-454,1,11.77,11.77,0.69432783
404,-257,6,118.2,19.7,5.163024
405,-454,1,14.99,14.99,0.68146235
406,-5,4,152.73000000000002,38.182500000000005,12.104897
407,-450,1,21.74,21.74,0.7338832
408,-454,1,25.99,25.99,0.746924
409,-454,1,14.37,14.37,0.68146235
410,-135,2,42.97,21.485,3.0778878
411,-89,20,1769.3,88.465,50.12979
412,-74,2,45.8,22.9,3.0536087
413,-454,1,25.94,25.94,0.746924
414,-413,1,43.95,43.95,0.6766795
415,-454,1,31.99,31.99,0.7390527
416,-454,1,47.98,47.98,0.62780774
417,-209,4,214.98,53.745,7.593686
418,-454,1,24.98,24.98,0.7383893
419,-454,1,108.72,108.72,1.0172598
420,-454,1,16.36,16.36,0.716885
421,-274,5,206.83,41.366,8.202305
422,-322,5,215.32,43.064,3.2634578
423,-454,1,24.99,24.99,0.7383893
424,-90,7,279.45,39.92142857142857,15.93979
425,-454,1,14.99,14.99,0.68146235
426,-454,1,10.99,10.99,0.6839506
427,-454,1,11.97,11.97,0.69432783
428,-454,1,14.99,14.99,0.68146235
429,-264,2,42.91,21.455,2.91668
430,-274,2,114.1,57.05,6.772491
431,-109,5,246.15,49.23,14.399348
432,-454,1,64.44,64.44,1.132192
433,-102,6,199.49,33.248333333333335,16.697771
434,-454,1,33.31,33.31,0.7447135
435,-454,1,40.7,40.7,0.7521817
436,-307,5,158.27,31.654000000000003,4.044308
437,-454,1,28.13,28.13,0.72463715
438,-454,1,24.96,24.96,0.7383893
439,-454,1,41.11,41.11,0.7521817
440,-454,1,14.96,14.96,0.68146235
441,-112,9,194.77,21.641111111111112,12.203796
442,-454,1,14.79,14.79,0.68146235
443,-439,2,39.98,19.99,0.90157914
444,-454,1,13.97,13.97,0.6902134
445,-10,8,200.7,25.0875,21.458973
446,-74,5,96.74,19.348,7.312422
447,-454,1,19.94,19.94,0.722553
448,-454,1,36.71,36.71,0.74770695
449,-438,2,84.99000000000001,42.495000000000005,1.5292714
450,-296,2,59.66,29.83,3.1520517
451,-438,1,24.99,24.99,0.7605757
452,-391,2,24.74,12.37,0.929005
453,-316,2,181.16,90.58,4.112417
454,-142,4,92.28,23.07,7.4605613
455,-454,1,0.0,0.0,0.6839506
456,-132,7,478.53,68.36142857142858,16.341932
457,-446,3,509.26,169.75333333333333,2.7593389
458,-21,5,53.61,10.722,7.6122737
459,-453,1,23.99,23.99,0.7383893
460,-434,2,64.96,32.48,1.828777
461,-155,2,164.48,82.24,9.545052
462,-454,1,17.3,17.3,0.716885
463,-445,2,69.05,34.525,1.4721174
464,-4,4,151.6,37.9,12.101314
465,-359,2,85.96,42.98,2.6422615
466,-398,2,73.91,36.955,2.231889
467,-441,2,27.73,13.865,0.8745554
468,-199,3,78.85,26.28333333333333,4.790127
469,-454,1,11.97,11.97,0.69432783
470,-454,1,15.76,15.76,0.6888663
471,-410,2,167.79000000000002,83.89500000000001,2.0034366
472,-424,3,158.03,52.67666666666667,1.6969047
473,-454,1,34.97,34.97,0.74770695
474,-45,3,122.06,40.68666666666667,8.656183
475,-454,1,43.13,43.13,0.7936694
476,-454,1,13.97,13.97,0.6902134
477,-454,1,21.99,21.99,0.7338832
478,-454,1,14.37,14.37,0.68146235
479,-454,1,17.9,17.9,0.716885
480,-454,1,13.99,13.99,0.6902134
481,-454,1,13.97,13.97,0.6902134
482,-453,1,15.76,15.76,0.6888663
483,-439,1,24.99,24.99,0.7605757
484,-12,3,92.62,30.87333333333333,8.942558
485,-26,14,1071.84,76.55999999999999,70.0198
486,-454,1,20.0,20.0,0.7338832
487,-453,1,11.77,11.77,0.69432783
488,-70,2,32.79,16.395,3.551315
489,-439,2,60.97,30.485,2.4440794
490,-141,2,27.76,13.88,3.2564921
491,-454,1,15.76,15.76,0.6888663
492,-197,9,179.61,19.956666666666667,6.5643196
493,-454,1,28.34,28.34,0.72463715
494,-454,1,13.77,13.77,0.6902134
495,-451,2,72.07,36.035,1.4721174
496,-161,2,39.12,19.56,3.3697076
497,-454,1,11.77,11.77,0.69432783
498,-431,2,120.13,60.065000000000005,1.0463824
499,-3,100,3427.55,34.2755,559.1214
500,-454,1,21.74,21.74,0.7338832
501,-454,1,30.39,30.39,0.7390527
502,-174,2,32.349999999999994,16.174999999999997,2.5760465
503,-454,1,15.36,15.36,0.6888663
504,-113,3,196.73,65.57666666666667,11.542507
505,-96,3,56.88,18.96,3.5229583
506,-389,1,25.78,25.78,0.8706441
507,-454,1,13.97,13.97,0.6902134
508,-293,2,26.53,13.265,3.1823409
509,-454,1,15.7,15.7,0.6888663
510,-454,1,11.99,11.99,0.69432783
511,-454,1,28.76,28.76,0.72463715
512,-454,1,11.77,11.77,0.69432783
513,-449,1,12.97,12.97,0.6902134
514,-454,1,11.77,11.77,0.69432783
515,-454,1,19.94,19.94,0.722553
516,-454,1,14.99,14.99,0.68146235
517,-453,1,9.98,9.98,0.6839506
518,-453,1,14.96,14.96,0.68146235
519,-140,5,137.7,27.54,8.039535
520,-453,1,24.98,24.98,0.7383893
521,-453,1,27.13,27.13,0.72463715
522,-453,1,23.99,23.99,0.7383893
523,-159,5,116.73,23.346,8.081024
524,-453,1,11.99,11.99,0.69432783
525,-201,2,40.76,20.38,3.0067735
526,-453,1,52.68,52.68,1.2022718
527,-448,1,14.79,14.79,0.68146235
528,-453,1,71.44,71.44,1.0301503
529,-453,1,8.97,8.97,0.6839506
530,-453,1,11.97,11.97,0.69432783
531,-453,1,58.99,58.99,1.8898585
532,-453,1,15.9,15.9,0.6976361
533,-453,1,29.58,29.58,0.72463715
534,-453,1,11.77,11.77,0.69432783
535,-413,1,13.97,13.97,0.7049881
536,-453,1,26.69,26.69,0.73835194
537,-453,1,14.37,14.37,0.68146235
538,-453,1,9.99,9.99,0.6839506
539,-288,2,33.239999999999995,16.619999999999997,2.956627
540,-453,1,13.97,13.97,0.6902134
541,-453,1,51.3,51.3,0.78829914
542,-453,1,45.67,45.67,0.62780774
543,-453,1,37.98,37.98,0.74770695
544,-391,1,14.96,14.96,0.8009641
545,-158,4,321.34000000000003,80.33500000000001,13.116613
546,-54,4,662.97,165.7425,27.913797
547,-8,10,270.5,27.05,28.511038
548,-40,6,110.41,18.401666666666667,11.448098
549,-350,2,71.44,35.72,2.3222704
550,-453,1,23.95,23.95,0.7383893
551,-453,1,125.02,125.02,0.99110466
552,-453,1,24.96,24.96,0.7383893
553,-453,1,15.75,15.75,0.6888663
554,-449,1,60.27,60.27,1.0369552
555,-453,1,39.48,39.48,0.7521817
556,-439,2,202.28000000000003,101.14,0.9208588
557,-452,1,29.6,29.6,0.72463715
558,-453,1,49.67,49.67,0.62780774
559,-146,2,188.42,94.21,12.981067
560,-453,1,44.97,44.97,0.62780774
561,-7,8,295.76,36.97,26.349592
562,-282,2,23.93,11.965,3.2458363
563,-281,2,52.4,26.2,3.1474447
564,-7,22,633.0,28.772727272727277,56.78399
565,-351,2,118.98,59.49,2.0981898
566,-9,4,156.39,39.0975,12.036455
567,-16,4,250.9,62.725,16.630087
568,-6,3,50.52,16.84,8.658041
569,-155,3,101.23,33.74333333333333,8.399572
570,-61,3,216.17,72.05666666666667,12.599261
571,-413,2,53.5,26.75,1.5220219
572,-138,5,140.91,28.182,8.273965
573,-168,3,31.72,10.573333333333332,2.7043457
574,-370,2,52.87,26.435,1.8426903
575,-453,1,19.99,19.99,0.7338832
576,-453,1,14.99,14.99,0.68146235
577,-453,1,29.99,29.99,0.72463715
578,-453,1,15.96,15.96,0.7077906
579,-453,1,13.9,13.9,0.6902134
580,-453,1,15.36,15.36,0.6888663
581,-453,1,14.37,14.37,0.68146235
582,-146,3,111.45,37.15,7.4316583
583,-51,6,206.43,34.405,14.567343
584,-439,1,11.77,11.77,0.7165142
585,-115,10,270.61,27.061,15.127506
586,-134,33,2849.64,86.35272727272726,100.59808
587,-201,6,220.46,36.74333333333333,7.563196
588,-453,1,40.3,40.3,0.7521817
589,-103,3,85.16999999999999,28.39,7.314472
590,-85,2,42.32,21.16,3.031889
591,-453,1,15.36,15.36,0.6888663
592,-338,3,121.24,40.41333333333333,3.2269125
593,-27,7,163.9,23.414285714285715,14.300353
594,-439,1,31.32,31.32,0.7358615
595,-101,3,90.15,30.05,7.587159
596,-193,3,91.32,30.44,5.986575
597,-285,3,39.71,13.236666666666666,3.1321757
598,-143,3,81.1,27.03333333333333,6.7795267
599,-213,2,40.11,20.055,3.2010787
600,-453,1,15.36,15.36,0.6888663
601,-419,2,19.54,9.77,0.86105865
602,-243,3,374.6,124.86666666666667,6.054776
603,-453,1,24.13,24.13,0.7383893
604,-453,1,68.97,68.97,1.0215485
605,-453,1,53.68,53.68,1.168976
606,-6,2,39.98,19.99,4.525869
607,-453,1,81.96,81.96,1.0301503
608,-411,5,154.64999999999998,30.93,4.7897344
609,-114,8,488.33,61.04125,30.88219
610,-360,3,59.7,19.9,2.974503
611,-175,2,25.76,12.88,2.6451147
612,-453,1,12.49,12.49,0.69432783
613,-289,3,49.97,16.656666666666666,2.8706713
614,-34,3,38.61,12.87,7.4247155
615,-429,2,78.91,39.455,1.48667
616,-226,2,33.15,16.575,3.008762
617,-453,1,29.92,29.92,0.72463715
618,-285,2,76.21000000000001,38.105,4.0869884
619,-9,34,976.03,28.706764705882357,67.00704
620,-453,1,13.77,13.77,0.6902134
621,-442,2,32.27,16.134999999999998,0.8440636
622,-453,1,59.97,59.97,1.0369552
623,-453,1,32.72,32.72,0.7447135
624,-161,6,216.87,36.145,9.353727
625,-159,2,41.25,20.625,3.1617992
626,-26,3,334.74,111.58,17.040487
627,-453,1,15.76,15.76,0.6888663
628,-453,1,21.99,21.99,0.7338832
629,-314,4,191.18,47.795,5.6713295
630,-453,1,37.47,37.47,0.74770695
631,-453,2,28.74,14.37,0.8461134
632,-418,2,29.33,14.665,0.88219005
633,-250,6,244.23,40.705000000000005,11.924439
634,-417,1,13.97,13.97,0.7157786
635,-46,7,548.6,78.37142857142858,42.528187
636,-453,1,27.92,27.92,0.72463715
637,-453,1,12.97,12.97,0.6902134
638,-453,1,29.99,29.99,0.72463715
639,-448,2,27.94,13.97,0.8646123
640,-453,1,15.36,15.36,0.6888663
641,-453,1,35.12,35.12,0.74770695
642,-442,1,16.99,16.99,0.7214197
643,-37,8,207.43,25.92875,15.988286
644,-453,1,9.77,9.77,0.6839506
645,-13,4,101.18,25.295,8.87063
646,-50,3,40.72,13.573333333333332,5.8274074
647,-275,2,71.97,35.985,3.3771224
648,-446,2,124.94,62.47,1.0567001
